,Unnamed: 0,Player,College,Conf,G,MP,MP_G,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
43,43,Marcus Garrett,Kansas,Big 12,69,1584,23,2.1,4.8,1.7,3.4,0.3,1.4,1,1.8,1,2.8,3.7,1.5,1.1,0.3,1,1.7,5.5
44,44,Tyrese Haliburton,Iowa State,Big 12,35,1163,33.2,2.5,4.8,1.1,1.6,1.4,3.2,0.5,0.7,0.7,2.7,3.4,3.6,1.5,0.9,0.8,1.3,6.9
45,45,Khadeem Lattin,Oklahoma,Big 12,100,2195,22,2.7,4.8,2.7,4.8,0,0,1.5,2.2,2.1,3.7,5.8,0.5,1,2,1,3.1,6.8
46,46,Miles Reynolds,Oklahoma,Big 12,34,686,20.2,2,4.8,1.7,3.6,0.2,1.1,2.6,3.6,0.4,2,2.4,1.1,0.6,0,1.2,1.9,6.7
47,47,Jamal Bieniemy,Oklahoma,Big 12,34,861,25.3,1.9,4.7,1.1,2.8,0.8,2,0.4,0.6,0.3,2.1,2.4,3.5,1.4,0.2,1.4,1.8,4.9
48,48,Emmitt Matthews Jr.,West Virginia,Big 12,32,527,16.5,1.9,4.7,1.5,2.8,0.4,1.8,1.2,1.5,1.5,1.6,3.1,0.6,0.5,0.2,0.9,0.9,5.4
49,49,Matthew Mayer,Baylor,Big 12,33,388,11.8,1.5,4.7,0.9,2.7,0.6,2,0.9,1.4,0.7,1.3,2,0.8,0.5,0.2,0.8,1,4.6
50,50,Tyree Griffin,Oklahoma State,Big 12,30,820,27.3,1.5,4.6,1,2.6,0.5,1.9,1.8,2.4,0.6,2.4,3,3.9,0.8,0,1.7,1.4,5.2
51,51,Kyler Edwards,Texas Tech,Big 12,38,678,17.8,1.9,4.5,1.1,2.7,0.8,1.8,0.9,1.4,0.3,2,2.2,1.1,0.6,0.2,0.9,1.5,5.5
52,52,Brandon Knapper,West Virginia,Big 12,32,441,13.8,1.6,4.5,0.8,2.1,0.8,2.5,1,1.3,0.1,1.6,1.7,1.4,0.5,0,1.6,1.7,5
53,53,Karviar Shepherd,Texas Christian,Big 12,68,1034,15.2,2.1,4.5,2,4.3,0.1,0.3,1.3,1.8,1.3,2.3,3.6,0.6,0.4,0.4,1.2,2.3,5.6
54,54,Shaquille Cleare,Texas,Big 12,66,1112,16.8,2.4,4.4,2.4,4.4,0,0,1,1.4,1.3,2.5,3.7,0.3,0.2,0.3,0.9,2.1,5.8
55,55,Ahmed Hamdy Mohamed,Texas Christian,Big 12,32,422,13.2,2.2,4.4,2.2,4.4,0,0,1.5,2.3,1.2,1.8,3,0.2,0.3,0.3,0.9,2.2,5.9
56,56,Zoran Talley,Iowa State,Big 12,44,773,17.6,2.1,4.4,2,3.8,0.2,0.6,0.4,0.7,0.6,2,2.6,1.1,0.3,0.2,0.7,1,4.8
57,57,Jeff Beverly,Iowa State,Big 12,28,484,17.3,1.8,4.2,1.5,2.8,0.3,1.4,0.7,1,1.5,1.5,3,0.5,0.4,0.1,0.9,2,4.7
58,58,Mitchell Solomon,Oklahoma State,Big 12,100,2089,20.9,2.2,4.2,2.1,3.7,0.1,0.5,1.6,2,2.7,2.6,5.3,0.9,0.6,0.9,1.4,3.5,6
59,59,Landen Lucas,Kansas,Big 12,71,1559,22,2.6,4.1,2.6,4.1,0,0,1.6,2.5,2.6,4.9,7.5,0.8,0.5,0.9,1.4,2.9,6.8
60,60,Elijah Macon,West Virginia,Big 12,70,1023,14.6,2.1,3.9,2.1,3.9,0,0,1.2,2.1,1.5,2.1,3.6,0.6,0.3,0.4,0.9,2.1,5.4
61,61,RJ Nembhard,Texas Christian,Big 12,42,653,15.5,1.3,3.9,0.8,1.9,0.5,2,0.8,1.3,0.2,1.8,2,0.9,0.5,0.4,1.2,1.1,4
62,62,Solomon Young,Iowa State,Big 12,60,1259,21,2.1,3.9,2.1,3.6,0.1,0.4,1.1,1.7,1.6,2.8,4.3,0.3,0.6,0.7,0.8,2.5,5.5
63,63,Darrion Strong-Moore,Oklahoma,Big 12,29,437,15.1,1.4,3.8,0.8,1.5,0.7,2.2,0.2,0.4,0.1,1,1.1,1.4,0.2,0,1.1,1.3,3.8
64,64,Terrence Lewis,Iowa State,Big 12,48,499,10.4,1.3,3.7,0.7,1.7,0.6,2,0.6,0.8,0.6,0.6,1.2,0.3,0.3,0.2,0.5,1,3.8
65,65,Carlton Bragg Jr.,Kansas,Big 12,69,767,11.1,1.9,3.6,1.8,3.4,0.1,0.2,0.6,0.9,1.3,1.9,3.2,0.4,0.4,0.3,0.8,2,4.4
66,66,Deshawn Corprew,Texas Tech,Big 12,37,498,13.5,2,3.6,1.5,2.3,0.5,1.4,0.4,0.6,1,2.4,3.3,0.4,0.4,0.3,0.8,1.5,5
67,67,Charlie Moore,Kansas,Big 12,35,458,13.1,1,3.6,0.5,1.5,0.6,2.1,0.3,0.4,0.2,0.8,1,1.3,0.6,0.1,0.9,1.1,2.9
68,68,Teyvon Myers,West Virginia,Big 12,66,729,11,1.5,3.6,1.2,2.7,0.3,0.9,0.9,1.3,0.3,0.8,1.1,1,0.4,0,0.8,0.9,4.3
69,69,Devonta Abron,Texas Christian,Big 12,26,318,12.2,1.5,3.5,1.5,3.5,0,0,1.8,2.8,1.8,2.1,3.8,0.2,0.6,0.3,0.9,2.3,4.8
70,70,Joe Burton,Oklahoma State,Big 12,30,377,12.6,1.6,3.5,0.7,1.4,0.8,2.1,0.8,1.3,0.3,1.2,1.4,0.6,0.2,0.1,0.6,1.3,4.7
71,71,Freddie Gillespie,Baylor,Big 12,26,476,18.3,2.3,3.5,2.3,3.5,0,0,0.7,1.2,2.1,2.3,4.4,0.3,0.7,1.1,1,2.7,5.3
72,72,Mike McGuirl,Kansas State,Big 12,46,722,15.7,1.2,3.5,0.7,1.6,0.5,1.9,0.6,0.8,0.5,1,1.5,1.2,0.6,0.1,0.6,1.4,3.5
73,73,Norense Odiase,Texas Tech,Big 12,97,1592,16.4,1.9,3.5,1.9,3.5,0,0,1.1,1.8,1.7,2.9,4.6,0.6,0.4,0.6,1.1,2.5,4.9
74,74,Zack Dawson,Oklahoma State,Big 12,5,50,10,1.4,3.4,1,2,0.4,1.4,1.2,1.8,0,0.8,0.8,1.6,0,0,1.6,1.2,4.4
75,75,Dinjiyl Walker,Oklahoma,Big 12,37,437,11.8,1.2,3.4,0.4,1.3,0.7,2.1,0.2,0.5,0.4,1.1,1.4,0.8,0.5,0,0.7,1.2,3.3
76,76,Kendal Yancy,Texas,Big 12,59,862,14.6,1.5,3.4,1.1,2.2,0.4,1.2,0.7,1.2,0.7,1.3,2,0.5,0.6,0.1,0.5,1.2,4.2
77,77,Jake Lindsey,Baylor,Big 12,103,2015,19.6,1.4,3.3,1,2.2,0.4,1.1,0.6,0.9,0.4,1.7,2.1,2.8,0.7,0.3,1,2.1,3.8
78,78,Chris Washburn,Texas Christian,Big 12,57,782,13.7,1.3,3.3,1.2,3.1,0.1,0.2,1.3,2.4,0.9,1.6,2.6,1,0.7,0.5,1.3,2.2,4
79,79,Davon Dillard,Oklahoma State,Big 12,35,381,10.9,1.7,3.2,1.3,2.3,0.4,0.9,0.8,1.2,1,1.5,2.5,0.4,0.4,0.1,0.9,1.3,4.7
80,80,Chase Harler,West Virginia,Big 12,85,1226,14.4,1.1,3.2,0.5,1.2,0.6,2,0.3,0.4,0.2,0.6,0.8,0.9,0.4,0.2,0.4,1.2,3.2
81,81,Jamuni McNeace,Oklahoma,Big 12,120,1721,14.3,1.9,3.2,1.9,3.2,0,0,0.7,1.4,1.1,2.5,3.6,0.2,0.3,1,0.9,2.2,4.4
82,82,Jericho Sims,Texas,Big 12,69,1149,16.7,1.9,3.2,1.9,3.2,0,0,0.9,1.7,1.2,2.5,3.8,0.2,0.3,0.5,0.9,1.8,4.6
83,83,Dante Buford,Oklahoma,Big 12,62,726,11.7,1.1,3.1,0.7,1.8,0.5,1.4,0.9,1.2,0.6,1.1,1.7,0.4,0.3,0.2,0.7,0.9,3.6
84,84,Maurice Calloo,Oklahoma State,Big 12,16,172,10.8,1,3.1,0.9,2,0.1,1.1,0.4,0.8,0.6,1,1.6,0.4,0.1,0,0.7,1.4,2.5
85,85,Michael Williams,Texas Christian,Big 12,56,972,17.4,1.1,3.1,0.6,1.6,0.5,1.6,0.5,0.7,0.2,1.3,1.4,1.6,0.4,0,0.8,1.3,3.2
86,86,Yuat Alok,Texas Christian,Big 12,10,131,13.1,1.3,3,1.3,3,0,0,0.7,0.9,0.4,2.1,2.5,0.2,0,0.3,1.4,2.9,3.3
87,87,Shadell Millinghaus,Texas Tech,Big 12,31,403,13,1.4,3,1.3,2.1,0.1,0.9,1,1.6,0.6,1.5,2.1,0.8,0.7,0.1,0.8,1.1,3.9
88,88,Yankuba Sima,Oklahoma State,Big 12,27,395,14.6,1.5,3,1.5,3,0,0,0.6,1.5,1.4,1.6,3.1,0.3,0.5,1.1,1.2,2.5,3.7
89,89,Devon Thomas,Texas Tech,Big 12,64,1124,17.6,1.3,2.9,1.2,2.3,0.2,0.6,0.5,0.9,0.3,1.4,1.7,2,0.8,0.1,1,1.5,3.4
90,90,Brannen Greene,Kansas,Big 12,30,371,12.4,1.5,2.8,0.4,0.7,1,2.1,1.4,1.7,0.1,2,2.1,0.8,0.3,0,0.9,1.1,5.4
91,91,Prince Ibeh,Texas,Big 12,32,579,18.1,1.6,2.8,1.6,2.8,0,0,0.9,2.1,2.3,2.8,5,0.1,0.3,2,1.3,3.3,4.1
92,92,Isaiah Manderson,Texas Tech,Big 12,4,44,11,1.3,2.8,1.3,2.5,0,0.3,0.5,0.8,0.5,1.3,1.8,0,0,0,1,0.8,3
93,93,Matt Freeman,Oklahoma,Big 12,84,831,9.9,1,2.7,0.4,0.8,0.6,1.9,0.2,0.3,0.2,1.2,1.4,0.3,0.2,0.2,0.5,1,2.8
94,94,Jordan Shepherd,Oklahoma,Big 12,59,827,14,1,2.7,0.6,1.6,0.4,1.1,0.9,1.2,0.1,0.8,0.9,1.4,0.5,0.2,0.9,1.5,3.2
95,95,Hans Brase,Iowa State,Big 12,21,324,15.4,0.8,2.6,0.5,1.6,0.2,1,0.6,0.8,0.7,3.1,3.8,0.6,0.2,0.4,0.7,1.2,2.4
96,96,Demarcus Holland,Texas,Big 12,32,459,14.3,1.1,2.6,0.9,1.8,0.3,0.8,0.6,1.2,0.8,0.9,1.8,0.4,0.4,0.1,0.6,1.4,3.1
97,97,David McCormack,Kansas,Big 12,34,363,10.7,1.6,2.6,1.6,2.6,0,0,0.6,1,1.2,1.8,3.1,0.4,0.2,0.4,0.8,1.1,3.9
98,98,Gio McLean,Texas Tech,Big 12,9,108,12,0.8,2.6,0.2,0.4,0.6,2.1,0.4,0.4,0.1,0.8,0.9,0.7,0.2,0,0.3,1.4,2.6
99,99,Kaden Archie,Texas Christian,Big 12,10,101,10.1,0.6,2.5,0.5,1.4,0.1,1.1,0.8,1.3,0.3,1.2,1.5,0,1,0.2,0.5,1.2,2.1
0,0,K.J. Lawson,Kansas,Big 12,35,347,9.9,1.1,2.5,0.7,1.2,0.4,1.3,0.5,0.7,0.6,1.4,2,0.5,0.2,0,0.6,1.3,3.1
1,1,Wendell Mitchell,Baylor,Big 12,25,219,8.8,1,2.5,0.6,1.2,0.4,1.2,0.6,0.8,0.1,0.6,0.7,0.6,0.2,0.1,0.9,1.2,2.9
2,2,Darius Allen,Baylor,Big 12,14,113,8.1,0.8,2.4,0.6,0.9,0.2,1.4,0.2,0.6,0.3,0.6,0.9,0.4,0.6,0.4,0.4,0.9,2
3,3,Silvio De Sousa,Kansas,Big 12,20,175,8.8,1.6,2.4,1.6,2.4,0,0,0.8,1.1,1.7,2.1,3.7,0.2,0.1,0.2,0.9,1.7,4
4,4,Carlbe Ervin II,Kansas State,Big 12,68,1001,14.7,1,2.4,0.8,1.6,0.2,0.8,0.6,0.9,0.7,1.5,2.2,1.4,0.6,0.1,1,1.5,2.9
5,5,Amaad Wainright,Kansas State,Big 12,36,470,13.1,1.1,2.4,0.7,1.3,0.3,1.1,0.3,0.7,0.7,1.6,2.3,0.5,0.6,0.1,0.5,1.4,2.8
6,6,Hallice Cooke,Iowa State,Big 12,32,349,10.9,0.9,2.3,0.3,0.6,0.6,1.6,0.2,0.3,0.1,0.9,1,0.9,0.3,0.1,0.6,1.1,2.6
7,7,Isaiah Maurice,Kansas State,Big 12,30,265,8.8,1.4,2.3,1.4,2.2,0,0.1,0.3,0.8,0.6,1.4,2,0.2,0,0.6,0.8,1.9,3
8,8,Danny Newsome,Texas,Big 12,3,6,2,1,2.3,0,0.7,1,1.7,0,0,0,0,0,0,0,0,0,0.3,3
9,9,Tyson Jolly,Baylor,Big 12,20,178,8.9,0.5,2.2,0.4,1.2,0.1,1,0.4,0.5,0.5,1.4,1.8,0.9,0.2,0.3,0.7,1.6,1.4
10,10,Hunter Mickelson,Kansas,Big 12,26,201,7.7,1,2.2,1,2.2,0,0,0.4,0.6,0.8,1.5,2.3,0.5,0.5,0.9,0.3,1.5,2.3
11,11,Matthew Temple,Texas Tech,Big 12,57,571,10,1.1,2.2,0.9,1.8,0.2,0.4,0.5,0.7,0.6,0.8,1.4,0.5,0.1,0.3,0.7,2.1,2.8
12,12,Brandon Watkins,West Virginia,Big 12,59,554,9.4,1.2,2.2,1.2,2.2,0,0,0.5,0.9,0.8,1.3,2.1,0.2,0.2,0.5,0.6,1.6,2.8
13,13,Anthony Allen,Oklahoma State,Big 12,31,345,11.1,1.1,2.1,1.1,2.1,0,0,0.8,1.4,0.8,1.5,2.4,0.5,0,1.1,1.1,1.7,2.9
14,14,Cheick Diallo,Kansas,Big 12,27,202,7.5,1.2,2.1,1.2,2.1,0,0,0.6,1,0.6,1.9,2.5,0,0.3,0.9,0.6,1.4,3
15,15,Andrew Gordon,West Virginia,Big 12,34,239,7,0.9,2.1,0.9,2.1,0,0,0.5,0.9,0.7,1.1,1.7,0.1,0.2,0.3,1.1,1.6,2.3
16,16,Jamari Traylor,Kansas,Big 12,37,503,13.6,1.1,2.1,1.1,2.1,0,0,0.7,1.1,1.1,2.1,3.2,0.5,0.6,0.9,1.1,2.4,2.9
17,17,JD Hadlock,Oklahoma State,Big 12,1,1,1,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2
18,18,Kamaka Hepa,Texas,Big 12,27,277,10.3,0.6,2,0.1,0.5,0.5,1.6,0.2,0.3,0.4,1.2,1.6,0.3,0,0.3,0.3,0.6,1.9
19,19,Akolda Manyang,Oklahoma,Big 12,25,199,8,1,2,1,2,0,0,0.6,1,0.7,1.4,2,0,0.1,1.3,0.5,1.4,2.5
20,20,Shaun Neal-Williams,Kansas State,Big 12,29,212,7.3,0.5,2,0.2,0.9,0.2,1.1,0.2,0.4,0.3,0.9,1.1,0.7,0.3,0.1,0.5,0.8,1.4
21,21,C.J. Williamson,Texas Tech,Big 12,21,139,6.6,0.6,2,0.4,1,0.2,0.9,0.4,0.7,0.1,0.7,0.8,0.4,0.3,0,0.7,0.9,1.7
22,22,Zion Griffin,Iowa State,Big 12,17,112,6.6,0.6,1.9,0.3,0.4,0.4,1.5,0.2,0.4,0.3,1.3,1.6,0.1,0.1,0.1,0.1,0.4,1.8
23,23,Mitch Lightfoot,Kansas,Big 12,97,1032,10.6,1,1.9,0.9,1.5,0.1,0.3,0.4,0.7,0.9,1.5,2.5,0.3,0.2,1,0.6,1.6,2.6
24,24,Jakolby Long,Iowa State,Big 12,30,249,8.3,0.6,1.9,0.2,1,0.4,0.9,0.1,0.3,0.3,1,1.3,0.5,0.2,0,0.3,0.9,1.7
25,25,Shawn Olden,Texas Christian,Big 12,29,340,11.7,0.7,1.9,0.1,0.3,0.6,1.6,0.2,0.3,0.1,0.7,0.8,0.7,0.4,0,0.4,1.2,2.1
26,26,Jordan Barnett,Texas,Big 12,4,24,6,1,1.8,0.5,0.8,0.5,1,0.8,1,0.5,1.5,2,0,0,0,0.3,0.8,3.3
27,27,Brian Patrick,Kansas State,Big 12,49,328,6.7,0.7,1.8,0.2,0.4,0.4,1.4,0.1,0.2,0.1,0.4,0.5,0.2,0.2,0,0.2,0.7,1.9
28,28,Sam Cunliffe,Kansas,Big 12,15,74,4.9,0.8,1.7,0.7,1.1,0.1,0.5,0.1,0.1,0.1,0.5,0.6,0.3,0.1,0.1,0.3,0.7,1.9
29,29,D'Angelo Hunter,West Virginia,Big 12,17,93,5.5,0.4,1.6,0.1,0.6,0.4,1,0.3,0.4,0.4,0.6,0.9,0.2,0.1,0.2,0.1,0.7,1.5
30,30,Trey Doomes,West Virginia,Big 12,12,46,3.8,0.6,1.5,0.6,1.5,0,0,1,1.5,0.4,0.5,0.9,0.2,0.3,0,0.3,0.3,2.2
31,31,Mareik Isom,Texas,Big 12,15,104,6.9,0.7,1.5,0.3,0.4,0.4,1.1,0.1,0.3,0.3,0.9,1.2,0.1,0.1,0.2,0.3,1.4,1.8
32,32,James Long,West Virginia,Big 12,13,72,5.5,0.6,1.5,0.1,0.3,0.5,1.2,0.2,0.2,0.1,0.2,0.2,0.2,0.6,0,0.2,0.5,1.9
33,33,Lat Mayen,Texas Christian,Big 12,17,134,7.9,0.6,1.5,0.2,0.4,0.4,1.2,0.4,0.5,0.3,0.9,1.2,0.2,0.2,0.2,0.6,0.8,2.1
34,34,Gabe Simpson,Oklahoma State,Big 12,2,4,2,0,1.5,0,0,0,1.5,0,0,0.5,0,0.5,0,0,0,0,0,0
35,35,James Banks,Texas,Big 12,46,492,10.7,0.7,1.4,0.7,1.4,0,0,0.3,0.7,0.7,1.6,2.3,0.2,0.2,1.1,0.7,1.7,1.7
36,36,Jordan Jackson,Texas Tech,Big 12,23,131,5.7,0.5,1.4,0.5,1,0,0.5,0,0.3,0.2,0.6,0.7,0.3,0.1,0.1,0.3,0.4,1.1
37,37,Gerald Liddell,Texas,Big 12,13,84,6.5,0.5,1.4,0.4,0.8,0.2,0.5,0,0,0.8,0.5,1.3,0.2,0,0.2,0.4,1.4,1.2
38,38,Lyrik Shreiner,Texas Christian,Big 12,22,117,5.3,0.5,1.4,0.4,0.8,0.1,0.6,0.5,0.7,0.1,0.5,0.6,0.4,0.1,0,0.6,0.8,1.8
39,39,Levi Stockard III,Kansas State,Big 12,68,561,8.3,0.8,1.4,0.8,1.4,0,0,0.3,0.6,0.6,1,1.6,0.1,0.2,0.1,0.5,1.6,1.8
40,40,Maciej Bender,West Virginia,Big 12,58,466,8,0.5,1.3,0.5,1.2,0,0.2,0.3,0.5,0.8,0.9,1.7,0.3,0.2,0.3,0.3,1,1.3
41,41,Austin Budke,Kansas State,Big 12,56,539,9.6,0.5,1.3,0.4,0.9,0.1,0.4,0.7,1,0.4,0.9,1.4,0.3,0.2,0.1,0.4,1.5,1.7
42,42,Dwight Coleby,Kansas,Big 12,24,134,5.6,0.7,1.3,0.7,1.3,0,0,0.3,0.8,0.6,1.2,1.8,0.1,0.2,0.5,0.3,1.4,1.7
43,43,Merrill Holden,Iowa State,Big 12,25,280,11.2,0.7,1.3,0.7,1.3,0,0,1,1.8,1,1,2,0,0.2,0.5,0.5,2.4,2.4
44,44,Mawdo Sallah,Kansas State,Big 12,21,161,7.7,0.7,1.3,0.7,1.3,0,0,0.3,0.7,0.5,1.4,1.9,0.2,0.1,0.3,0.4,1.2,1.8
45,45,George Conditt IV,Iowa State,Big 12,26,209,8,0.7,1.2,0.7,1.2,0,0,0.5,0.7,0.7,1,1.7,0.1,0.3,1,0.5,1.2,2
46,46,Royce Hamm Jr.,Texas,Big 12,38,245,6.4,0.4,1.2,0.4,1.1,0,0.1,0.4,0.8,0.8,1.1,1.9,0.1,0.1,0.3,0.5,1,1.3
47,47,Kur Kuath,Oklahoma,Big 12,6,33,5.5,0.5,1.2,0.5,1.2,0,0,0,0.2,0.3,0.5,0.8,0.2,0,0.5,0.3,0.5,1
48,48,Lucas N'Guessan,Oklahoma State,Big 12,53,485,9.2,0.8,1.2,0.8,1.2,0,0,0.4,0.8,0.7,1.2,1.8,0.3,0.2,0.5,0.6,2,1.9
49,49,Obim Okeke,Baylor,Big 12,16,53,3.3,0.3,1.2,0.1,0.2,0.2,1,0,0,0.1,0.2,0.3,0.2,0.2,0,0.3,0.5,0.8
50,50,Flo Thamba,Baylor,Big 12,33,331,10,0.6,1.2,0.6,1.2,0,0,0.5,0.9,0.9,1.2,2.2,0.3,0.2,0.6,0.7,1.7,1.8
51,51,Austin Trice,Kansas State,Big 12,27,215,8,0.7,1.2,0.7,1.2,0,0,0.5,1.6,1,1.7,2.6,0.1,0.1,0.2,0.3,0.9,1.9
52,52,Jordan Ashton,Iowa State,Big 12,24,190,7.9,0.4,1.1,0.2,0.3,0.2,0.8,0,0,0.1,0.6,0.7,0.3,0.2,0,0.2,0.5,1
53,53,Duncan Demuth,Oklahoma State,Big 12,32,284,8.9,0.3,1.1,0.3,1,0,0.1,0.3,0.8,0.7,0.6,1.3,0.2,0.2,0.1,0.4,0.9,0.9
54,54,Ron Freeman,Kansas State,Big 12,11,18,1.6,0.3,1.1,0.3,0.5,0,0.6,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.6
55,55,Malik Ondigo,Texas Tech,Big 12,32,181,5.7,0.5,1.1,0.5,1,0,0.2,0.3,0.4,0.5,0.5,1,0,0,0.1,0.6,0.8,1.2
56,56,Logan Routt,West Virginia,Big 12,77,547,7.1,0.6,1.1,0.6,1.1,0,0,0.3,0.6,1.1,0.8,1.9,0.2,0.1,0.3,0.3,1.1,1.6
57,57,John Heard,Baylor,Big 12,9,22,2.4,0.2,1,0.1,0.3,0.1,0.7,0.1,0.1,0.1,0.3,0.4,0,0.1,0,0,0.1,0.7
58,58,Nate Schuster,Iowa State,Big 12,3,5,1.7,0.3,1,0,0.7,0.3,0.3,0,0.7,0.3,1.3,1.7,0,0,0,0.7,0,1
59,59,Tanner Taylor,Oklahoma State,Big 12,2,7,3.5,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1.5
60,60,Dante Williams,Kansas State,Big 12,6,29,4.8,0.5,1,0.5,1,0,0,0.5,0.5,0.5,0.5,1,0.2,0,0.8,0.2,0.7,1.5
61,61,Bola Alade,Oklahoma,Big 12,7,16,2.3,0.1,0.9,0.1,0.4,0,0.4,0,0,0,0.3,0.3,0,0,0,0.4,0,0.3
62,62,Chris Giles,Oklahoma,Big 12,8,15,1.9,0.3,0.9,0.3,0.8,0,0.1,0.3,0.3,0,0,0,0,0.1,0,0.1,0.1,0.8
63,63,Taevon Horton,West Virginia,Big 12,11,34,3.1,0.4,0.9,0.3,0.3,0.1,0.6,0.1,0.2,0,0.3,0.3,0.3,0.1,0,0,0.3,0.9
64,64,Kentrevious Jones,Oklahoma State,Big 12,8,55,6.9,0.5,0.9,0.5,0.9,0,0,0.3,0.8,0.4,1,1.4,0.1,0.1,0,0.5,1.8,1.3
65,65,Austin Mills,Baylor,Big 12,10,34,3.4,0.3,0.9,0.1,0.2,0.2,0.7,0.2,0.2,0,0.2,0.2,0.7,0.1,0.1,0.3,0,1
66,66,Russell Barlow,Texas Christian,Big 12,8,52,6.5,0.1,0.8,0.1,0.6,0,0.1,0,0,0.3,0.8,1,0,0,0,0.3,1.3,0.3
67,67,Jonathan Davis,Baylor,Big 12,22,52,2.4,0.4,0.8,0.3,0.5,0.1,0.4,0.3,0.3,0.1,0,0.1,0.1,0,0,0.2,0.2,1.2
68,68,Josh Parrish,Texas Christian,Big 12,12,48,4,0.3,0.8,0.3,0.5,0.1,0.3,0.1,0.2,0.2,0.3,0.5,0.3,0.2,0,0.2,0.3,0.8
69,69,Hannes Polla,Oklahoma,Big 12,32,104,3.3,0.4,0.8,0.4,0.8,0,0,0.2,0.3,0.5,0.4,0.9,0,0,0.2,0.4,0.7,1.1
70,70,Josh Webster,Texas Tech,Big 12,25,145,5.8,0.1,0.8,0.1,0.6,0,0.2,0.1,0.2,0.1,0.6,0.7,0.8,0.2,0,0.3,0.3,0.3
71,71,Avery Benson,Texas Tech,Big 12,20,70,3.5,0.3,0.7,0.3,0.5,0,0.2,0.1,0.3,0.2,0.4,0.6,0.3,0.3,0.2,0.3,0.5,0.6
72,72,Carter Boothe,Iowa State,Big 12,3,7,2.3,0,0.7,0,0.3,0,0.3,0,0,0,0.3,0.3,0.3,0,0,0.3,0.7,0
73,73,Parker Hicks,Texas Tech,Big 12,25,69,2.8,0.3,0.7,0.2,0.3,0.1,0.4,0.2,0.4,0.1,0.4,0.5,0,0.1,0.1,0.1,0.2,0.9
74,74,Ty Lazenby,Oklahoma,Big 12,27,131,4.9,0.2,0.7,0.1,0.4,0.1,0.3,0,0.1,0.1,0.4,0.6,0.1,0.2,0,0.3,0.7,0.6
75,75,Joe Schwartz,Texas,Big 12,7,9,1.3,0,0.7,0,0.1,0,0.6,0.1,0.6,0,0.1,0.1,0.1,0,0,0,0.3,0.1
76,76,Chris Teahan,Kansas,Big 12,22,44,2,0.3,0.7,0.1,0.1,0.2,0.6,0.1,0.1,0.1,0.3,0.4,0.1,0,0,0.2,0.2,0.8
77,77,Thomas Brandsma,Texas Tech,Big 12,28,130,4.6,0.3,0.6,0.2,0.4,0.1,0.2,0.3,0.3,0.1,0.3,0.4,0,0.1,0,0.2,0.3,0.9
78,78,Simeon Carter,Iowa State,Big 12,21,54,2.6,0.3,0.6,0.3,0.6,0,0,0.1,0.3,0.1,0.3,0.5,0,0,0.1,0,0.3,0.8
79,79,Dalton Dry,Texas Christian,Big 12,38,117,3.1,0.2,0.6,0.1,0.3,0.1,0.3,0.3,0.5,0.2,0.3,0.4,0.1,0.1,0,0.2,0.5,0.7
80,80,Luke Major,Oklahoma State,Big 12,13,44,3.4,0.4,0.6,0.2,0.2,0.2,0.4,0,0.3,0.1,0.2,0.3,0.2,0,0.1,0.1,0.1,0.9
81,81,Stuart Nezlek,Iowa State,Big 12,11,18,1.6,0.3,0.6,0.3,0.6,0,0,0.2,0.2,0.1,0.3,0.4,0.1,0.1,0,0.3,0.1,0.7
82,82,Tyler Self,Kansas,Big 12,27,58,2.1,0.1,0.6,0,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.3,0,0,0.5,0.2,0.5
83,83,Andrew Sorrells,Texas Tech,Big 12,34,92,2.7,0.1,0.6,0.1,0.2,0.1,0.4,0.1,0.1,0,0.2,0.2,0.2,0.1,0,0.1,0.3,0.4
84,84,Zach Winter,Kansas State,Big 12,28,50,1.8,0.2,0.6,0.1,0.3,0.1,0.4,0,0,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0.6
85,85,C.J. Cole,Oklahoma,Big 12,27,68,2.5,0.3,0.5,0.3,0.4,0,0.1,0.1,0.2,0.2,0.3,0.5,0,0,0,0.1,0.4,0.6
86,86,Brady Ernst,Iowa State,Big 12,6,14,2.3,0.2,0.5,0.2,0.5,0,0,0,0,0.3,0.3,0.7,0,0,0.2,0,0.2,0.3
87,87,Patrick Geha,Oklahoma,Big 12,11,18,1.6,0.3,0.5,0.3,0.5,0,0,0.2,0.4,0,0.2,0.2,0,0,0,0.1,0,0.7
88,88,Daniel Harper,Oklahoma,Big 12,8,19,2.4,0,0.5,0,0.4,0,0.1,0,0,0.1,0.3,0.4,0.3,0.4,0,0.3,0,0
89,89,Josh Mballa,Texas Tech,Big 12,17,57,3.4,0.2,0.5,0.2,0.4,0,0.1,0.3,0.8,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.4,0.8
90,90,Codey McElroy,Oklahoma State,Big 12,4,5,1.3,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0.3,0.5,0
