,Unnamed: 0,Player,College,Conf,G,MP,MP_G,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
47,47,David Crisp,Washington,Pac-12,135,4116,30.5,3.8,9.9,1.9,4.3,1.9,5.7,1.6,2.4,0.6,2,2.6,2.6,0.9,0.1,2,2,11.2
48,48,Jaylen Hands,UCLA,Pac-12,64,1810,28.3,4.1,9.9,2.4,5.4,1.7,4.6,2.3,3,0.5,3.3,3.8,4.4,1.2,0.2,2.5,1.4,12.1
49,49,Jordan McLaughlin,Southern California,Pac-12,106,3598,33.9,4.6,9.9,3.1,6.3,1.5,3.6,2.4,3.2,0.7,3,3.7,6,1.7,0.2,2.4,1,13
50,50,Dorian Pickens,Stanford,Pac-12,85,2649,31.2,4.2,9.9,2,4.2,2.2,5.7,2.7,3.6,0.9,2.7,3.6,1.7,1,0.1,1.4,1.8,13.2
51,51,Jabari Bird,University of California,Pac-12,60,1746,29.1,4.4,9.8,2.3,4.4,2.1,5.5,1.2,1.7,0.9,3.1,4,1,0.6,0.3,1.3,1.8,12.2
52,52,Rob Edwards,Arizona State,Pac-12,28,820,29.3,3.4,9.8,1.5,4.9,1.8,4.9,2.5,3,0.3,3,3.3,1.3,1,0.2,1.3,2,11.1
53,53,Jakob Poeltl,Utah,Pac-12,36,1093,30.4,6.3,9.8,6.3,9.8,0,0,4.6,6.6,2.8,6.3,9.1,1.9,0.6,1.6,2.1,2.3,17.2
54,54,Ryan Anderson,Arizona,Pac-12,33,963,29.2,5.3,9.7,5.2,9.5,0.1,0.2,4.7,6.3,3,7.1,10.1,0.8,0.7,0.6,1.9,2.1,15.3
55,55,Ike Iroegbu,Washington State,Pac-12,62,2013,32.5,4.4,9.7,3.3,6.8,1.1,3,2.8,3.9,0.7,3.1,3.8,3.6,0.8,0.1,2.4,2,12.7
56,56,Katin Reinhardt,Southern California,Pac-12,34,913,26.9,4.3,9.7,2.5,4.9,1.8,4.7,1.1,1.4,0.6,2.1,2.8,1.4,1,0.1,1.4,1,11.4
57,57,Justin Bibbins,Utah,Pac-12,35,1222,34.9,4.4,9.6,1.7,3.6,2.7,6.1,3.4,3.9,0.4,2.6,3,4.7,1.3,0.1,2,2.5,14.8
58,58,George King,Colorado,Pac-12,100,2718,27.2,4.3,9.6,2.6,5.3,1.8,4.3,2.1,2.9,1.8,4.6,6.4,0.8,0.5,0.4,1.8,2.1,12.5
59,59,Lonzo Ball,UCLA,Pac-12,36,1263,35.1,5.3,9.5,3,4.1,2.2,5.4,1.8,2.7,0.9,5.1,6,7.6,1.8,0.8,2.5,1.8,14.6
60,60,Que Johnson,Washington State,Pac-12,31,795,25.6,3.9,9.5,2.5,6.1,1.4,3.4,2.1,2.8,0.5,1.9,2.4,1.2,0.5,0.2,1.4,2.5,11.3
61,61,Tony Parker,UCLA,Pac-12,32,802,25.1,5.1,9.5,5.1,9.5,0,0,2.3,4.7,3.3,4.9,8.2,0.7,0.6,1,1.7,3.2,12.6
62,62,Paris Austin,University of California,Pac-12,29,1000,34.5,4.1,9.4,3.8,8.3,0.3,1.1,3,4.2,0.3,2.8,3.1,4.3,1.4,0.2,2.5,2.2,11.6
63,63,Troy Brown,Oregon,Pac-12,35,1093,31.2,4.1,9.2,3.2,6.1,0.9,3.1,2.2,3,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3
64,64,Payton Pritchard,Oregon,Pac-12,113,3719,32.9,3.9,9.2,2.1,4.4,1.8,4.8,2,2.5,0.7,3,3.7,4.3,1.5,0.1,1.8,2.3,11.5
65,65,Remy Martin,Arizona State,Pac-12,64,1805,28.2,3.8,9.1,2.8,6,1,3.1,2.5,3.4,0.7,2.4,3.1,4,1.2,0,1.7,1.4,11.3
66,66,Obinna Oleka,Arizona State,Pac-12,65,1877,28.9,3.8,9.1,3,6.3,0.8,2.8,2.7,3.7,2.5,5.6,8,0.9,0.8,0.7,1.6,2.3,11.1
67,67,Rawle Alkins,Arizona,Pac-12,60,1760,29.3,4,9,2.8,5.5,1.3,3.5,2.4,3.3,1.7,3.2,4.9,2.2,1,0.6,2.1,2.2,11.8
68,68,Sam Cunliffe,Arizona State,Pac-12,10,254,25.4,3.1,8.9,1.6,5.2,1.5,3.7,1.8,2.9,0.6,4.2,4.8,1.4,0.5,0.3,1.8,2.6,9.5
69,69,Robert Franks,Washington State,Pac-12,111,2619,23.6,4.2,8.9,2.7,5,1.5,4,2.3,2.8,1.1,3.6,4.7,1.5,0.3,0.6,1.9,2.2,12.2
70,70,Jordan Loveridge,Utah,Pac-12,36,1108,30.8,3.5,8.9,1,2.7,2.5,6.2,2.1,2.7,0.4,3.4,3.8,1.7,0.6,0.1,1.2,2.1,11.6
71,71,MiKyle McIntosh,Oregon,Pac-12,36,1012,28.1,4.1,8.9,3.1,6.1,1,2.9,2.6,3.6,1.6,4.6,6.1,1.5,0.8,0.3,1.8,3.3,11.8
72,72,Chimezie Metu,Southern California,Pac-12,104,2809,27,4.8,8.9,4.6,8.5,0.1,0.4,2.7,3.9,1.8,4.5,6.3,1.2,0.7,1.6,1.7,2.5,12.3
73,73,Thomas Welsh,UCLA,Pac-12,96,2730,28.4,4.9,8.9,4.4,7.8,0.5,1.2,1.3,1.6,2.7,6.7,9.4,1,0.4,1.1,0.8,2.6,11.6
74,74,Brandon Williams,Arizona,Pac-12,26,732,28.2,3.3,8.9,2,4.5,1.4,4.4,3.3,4,0.2,2.6,2.8,3.4,0.8,0.2,1.8,2,11.4
75,75,Don Coleman,University of California,Pac-12,57,1252,22,3,8.8,2.4,6.5,0.5,2.2,3.2,4.5,0.8,1.5,2.3,1.3,0.8,0,1.5,2,9.6
76,76,Julian Jacobs,Southern California,Pac-12,31,960,31,4.2,8.8,3.7,7.4,0.5,1.5,2.8,4,1,3.9,4.9,5.4,1.2,0.4,2.7,2.5,11.6
77,77,Ivan Rabb,University of California,Pac-12,65,1987,30.6,4.8,8.8,4.7,8.5,0.1,0.3,3.5,5.2,2.9,6.6,9.4,1.2,0.6,1.1,1.8,3.1,13.2
78,78,Elijah Stewart,Southern California,Pac-12,106,3036,28.6,3.9,8.8,1.9,3.9,2,4.9,1.6,2.1,1,2.6,3.5,1.2,0.7,0.8,0.9,2.4,11.3
79,79,Ethan Thompson,Oregon State,Pac-12,63,2095,33.3,3.7,8.8,2.4,5.3,1.2,3.5,3.2,4.2,1.2,3.3,4.5,3.7,0.8,0.4,2.2,2.7,11.7
80,80,Nikola Jovanovic,Southern California,Pac-12,34,877,25.8,4.5,8.6,4.3,8.3,0.2,0.4,2.9,4.4,2.1,4.9,7,0.4,0.3,0.8,1.4,2.4,12.1
81,81,Matt Bradley,University of California,Pac-12,31,879,28.4,3.5,8.5,1.9,5.1,1.6,3.4,2.2,2.8,0.9,2.7,3.6,2,0.9,0.4,1.9,2.7,10.8
82,82,David Collette,Utah,Pac-12,56,1296,23.1,5.2,8.5,5.2,8.3,0.1,0.2,2.3,3.3,1.5,3.2,4.8,1.2,0.8,0.8,1.4,2.9,12.8
83,83,Michael Humphrey,Stanford,Pac-12,95,2347,24.7,3.9,8.4,3.5,7.1,0.4,1.3,1.6,2.4,2,4.7,6.7,0.8,0.9,0.9,1.6,3.3,9.9
84,84,Marcus Lee,University of California,Pac-12,32,888,27.8,4.7,8.4,4.7,8.4,0,0,2,3.2,3.1,4.1,7.2,1.3,0.7,1.6,2.7,3.6,11.4
85,85,Marcus Allen,Stanford,Pac-12,57,1610,28.2,3.5,8.3,2.9,6,0.5,2.3,2.5,3.5,0.8,2.3,3.2,2,1.4,0.1,1.6,2.3,9.9
86,86,Jaquori McLaughlin,Oregon State,Pac-12,38,1238,32.6,3.1,8.3,1.6,3.9,1.5,4.4,1.5,2,0.2,2.1,2.3,3.3,0.9,0.3,2.2,2.8,9.3
87,87,Cormac Ryan,Stanford,Pac-12,24,684,28.5,2.8,8.3,0.7,1.8,2,6.5,1.2,1.6,0.3,3.1,3.5,1.9,1,0.2,1.6,2.5,8.7
88,88,Chris Boucher,Oregon,Pac-12,69,1712,24.8,4.3,8.2,3.3,5,1.1,3.2,2.2,3.4,2.3,4.5,6.8,0.4,0.6,2.7,1.1,2.7,12
89,89,Daejon Davis,Stanford,Pac-12,59,1799,30.5,3.6,8.1,2.7,5.7,0.9,2.4,2.8,3.9,0.7,3.1,3.8,4.6,1.3,0.2,3.6,2.6,11
90,90,Dylan Ennis,Oregon,Pac-12,42,1258,30,3.5,8.1,2.2,4.5,1.3,3.6,2,2.7,0.7,3.5,4.2,2.9,1,0.4,1.7,1.5,10.2
91,91,Jonah Mathews,Southern California,Pac-12,102,2731,26.8,3.4,8.1,1.7,3.6,1.7,4.5,0.9,1.4,0.5,1.9,2.4,1.4,0.9,0.2,0.9,1.7,9.5
92,92,Brandon Taylor,Utah,Pac-12,36,1184,32.9,3.2,8.1,1.4,2.8,1.8,5.3,1.5,1.9,0.2,2.1,2.3,3.9,1.7,0,2.2,1.4,9.7
93,93,Shane Gatling,Colorado,Pac-12,36,934,25.9,2.9,8,1.2,2.9,1.6,5.1,2.4,2.9,0.2,1.8,1.9,1.7,0.9,0.2,1.2,1.7,9.7
94,94,Zylan Cheatham,Arizona State,Pac-12,34,1102,32.4,4.2,7.9,3.9,7.1,0.3,0.7,3.4,5.5,2.1,8.2,10.3,3.2,0.8,0.8,3,2.7,12.1
95,95,Grant Mullins,University of California,Pac-12,32,1000,31.3,3.3,7.9,1.1,2.8,2.2,5.2,1.4,1.8,0.2,3,3.2,2,1,0.1,1.2,1.8,10.3
96,96,Charles Callison,Washington State,Pac-12,58,1514,26.1,3.3,7.8,2.2,4.8,1.1,3,1,1.4,0.2,1.4,1.7,2.6,1.2,0.2,1.7,2.3,8.9
97,97,Noah Dickerson,Washington,Pac-12,134,3425,25.6,4.2,7.8,4.2,7.6,0,0.1,3.6,5.1,2.4,4.9,7.3,0.7,0.7,0.6,1.9,3.2,12
98,98,Drew Eubanks,Oregon State,Pac-12,96,2715,28.3,4.7,7.8,4.7,7.8,0,0,2.4,3.5,1.9,4.6,6.6,0.9,0.5,1.7,2,2.8,11.7
99,99,Kodi Justice,Arizona State,Pac-12,97,2847,29.4,3.4,7.8,1.3,2.6,2.1,5.2,1.1,1.6,0.3,2.2,2.6,2.3,1.2,0.3,1.6,2.5,9.9
0,0,Lorenzo Bonam,Utah,Pac-12,68,1913,28.1,4.2,7.7,3.4,5.6,0.8,2.1,2.2,2.7,0.6,2.6,3.2,3,1.2,0.4,1.9,1.7,11.3
1,1,Timmy Allen,Utah,Pac-12,29,834,28.8,4.4,7.6,4.2,7.4,0.1,0.2,3.3,4.6,1.6,3.6,5.1,2.4,0.9,0.2,2,3,12.2
2,2,Brandon Randolph,Arizona,Pac-12,63,1284,20.4,2.9,7.6,2,4.7,0.9,2.8,1.5,1.9,0.4,1.7,2.1,0.9,0.5,0.2,1,1.8,8.2
3,3,Kobi Simmons,Arizona,Pac-12,37,871,23.5,3,7.6,2.1,4.9,0.9,2.6,1.9,2.4,0.4,1.3,1.6,2,0.6,0.1,1.2,1.9,8.7
4,4,Matisse Thybulle,Washington,Pac-12,135,3963,29.4,3.3,7.6,1.9,3.7,1.4,4,1.3,1.6,0.9,2.2,3.1,2,2.4,1.3,1.9,2.8,9.2
5,5,Paul White,Oregon,Pac-12,71,1797,25.3,3.5,7.6,2.3,4.2,1.2,3.3,1.8,2.3,1.2,2.5,3.7,1.5,0.7,0.4,1.1,2.9,10
6,6,Kevin Porter Jr,Southern California,Pac-12,21,464,22.1,3.5,7.5,2.2,4.2,1.3,3.2,1.1,2.2,1,3,4,1.4,0.8,0.5,1.9,2.1,9.5
7,7,Chase Jeter,Arizona,Pac-12,30,743,24.8,4.3,7.4,4.3,7.4,0,0,2.4,3.8,2.2,4.4,6.6,0.6,0.5,0.6,1.4,3,10.9
8,8,Dusan Ristic,Arizona,Pac-12,105,2332,22.2,4.2,7.4,4.1,7.2,0.1,0.2,1.7,2.3,1.7,3.7,5.4,0.7,0.3,0.5,1.2,2.2,10.1
9,9,Justin Coleman,Arizona,Pac-12,32,986,30.8,2.8,7.3,1.5,3.8,1.3,3.5,2.1,2.7,0.2,2.4,2.6,3.8,0.9,0,2.1,2,8.9
10,10,Tyler Bey,Colorado,Pac-12,68,1577,23.2,3.8,7.1,3.7,6.7,0.1,0.4,2.4,3.2,1.8,5.8,7.6,0.6,0.7,1,1.6,2.5,10.1
11,11,Moses Brown,UCLA,Pac-12,31,746,24.1,4.3,7.1,4.3,7.1,0,0,1.5,4.1,3.5,5.1,8.6,0.3,0.6,2,1.6,2.4,10
12,12,Josh Fortune,Colorado,Pac-12,68,1472,21.6,2.7,7,1.4,3.4,1.3,3.6,1.5,2,0.7,2.8,3.5,1.9,0.6,0.2,1.8,1.7,8.2
13,13,Ryan Luther,Arizona,Pac-12,32,796,24.9,3.1,7,1.7,3.3,1.4,3.8,0.8,1.1,1.8,2.5,4.3,1.2,0.8,0.2,1.2,2.5,8.4
14,14,Devon Daniels,Utah,Pac-12,29,779,26.9,3.9,6.8,3.4,5.6,0.5,1.2,1.6,2.2,0.9,3.7,4.6,2.7,0.9,0.4,2,2.2,9.9
15,15,Savon Goodman,Arizona State,Pac-12,28,588,21,3.8,6.8,3.8,6.7,0,0.1,2.1,4.5,2.2,4.3,6.4,0.5,0.6,0.5,1.4,3.1,9.6
16,16,Namon Wright,Colorado,Pac-12,44,925,21,3,6.8,2,4.1,1,2.8,1.9,2.5,0.6,2.7,3.3,1,0.5,0.3,1.5,1.4,8.8
17,17,Dwayne Benjamin,Oregon,Pac-12,38,826,21.7,2.7,6.7,1.5,2.9,1.2,3.7,1.2,1.8,0.6,2.4,3,0.9,1,0.3,1,1.6,7.8
18,18,Kadeem Allen,Arizona,Pac-12,68,1868,27.5,3,6.6,2.3,4.8,0.7,1.8,2.3,3.1,0.3,3.3,3.6,3.3,1.3,0.7,2,2.4,9.1
19,19,Andre Spight,Arizona State,Pac-12,27,526,19.5,2.2,6.6,0.9,2.3,1.3,4.2,0.9,1.1,0.3,0.6,0.9,1.3,0.5,0,0.7,1.6,6.6
20,20,Donnie Tillman,Utah,Pac-12,59,1414,24,3,6.6,2.1,4.1,0.9,2.5,2.3,3,1.3,3.7,5,1.2,0.5,0.3,1.4,1.8,9.3
21,21,Ahmed Ali,Washington State,Pac-12,32,678,21.2,2.4,6.4,1,2.1,1.4,4.3,1.2,1.4,0.6,1.3,1.8,2.9,0.7,0.1,1.2,2.2,7.3
22,22,De'Anthony Melton,Southern California,Pac-12,36,972,27,2.8,6.4,2.2,4.4,0.6,2.1,2.1,3,1.4,3.3,4.7,3.5,1.9,1,1.8,2.3,8.3
23,23,Nick Rakocevic,Southern California,Pac-12,105,2288,21.8,3.6,6.4,3.6,6.3,0,0,1.9,2.9,2.5,3.8,6.3,0.7,0.6,0.8,1.1,2.9,9.2
24,24,Tyler Rawson,Utah,Pac-12,67,1718,25.6,2.9,6.4,1.6,2.9,1.2,3.5,1.6,2.2,1.1,4.2,5.3,2.8,0.7,0.7,1.6,2.1,8.5
25,25,Connor Vanover,University of California,Pac-12,28,490,17.5,3,6.3,2,3.6,1,2.7,0.6,0.9,0.8,2.2,3,0.2,0.3,1.3,0.6,1.4,7.5
26,26,Prince Ali,UCLA,Pac-12,88,1738,19.8,2.6,6.1,1.7,3.3,1,2.8,1.3,2.1,0.5,1.8,2.3,1.1,0.8,0.1,1.3,1.6,7.6
27,27,Willie Atwood,Arizona State,Pac-12,32,866,27.1,2.4,6.1,1.4,2.9,1,3.2,2.5,3.2,1.6,2.8,4.3,1.4,0.5,0.3,0.9,3,8.4
28,28,Jordan Bell,Oregon,Pac-12,70,1760,25.1,3.7,6.1,3.7,5.9,0,0.2,1.6,2.4,2.3,5,7.2,1.5,1.2,2,1.8,2.1,9.1
29,29,Drick Bernstine,Washington State,Pac-12,29,810,27.9,3.1,6.1,3.1,6.1,0,0,0.7,1.2,1.8,5,6.9,2.7,1.2,0.7,2.3,2.8,6.9
30,30,Evan Battey,Colorado,Pac-12,36,768,21.3,2.9,6,2.8,5.6,0.1,0.4,2.2,3.1,1.9,2.5,4.4,1.2,0.5,0.3,1.1,3,8.1
31,31,Derryck Thornton,Southern California,Pac-12,57,1243,21.8,2.3,6,1.8,4.5,0.4,1.5,1,1.4,0.3,1.9,2.2,3,1,0.1,1.7,1.4,6
32,32,Oscar Da Silva,Stanford,Pac-12,66,1722,26.1,2.9,5.9,2,3.4,0.9,2.5,1.2,1.7,1.5,3.8,5.3,1.5,0.6,1.1,1.7,2.7,7.7
33,33,Carter Skaggs,Washington State,Pac-12,56,1051,18.8,2.4,5.8,0.4,0.8,1.9,5,0.6,0.7,0.4,1.8,2.2,0.6,0.2,0,0.9,1.1,7.2
34,34,Kaleb Tarczewski,Arizona,Pac-12,26,712,27.4,3.1,5.8,3.1,5.8,0,0,3.2,4.5,2.6,6.7,9.3,0.7,0.3,1.4,1.3,3,9.4
35,35,Shaqquan Aaron,Southern California,Pac-12,104,2218,21.3,2.4,5.7,1.6,3.2,0.9,2.5,1,1.5,0.7,2.4,3.1,1.4,0.5,0.2,1.1,1.8,6.7
36,36,Victor Bailey Jr.,Oregon,Pac-12,73,1305,17.9,2.4,5.7,1.3,2.9,1.1,2.8,1.2,1.4,0.5,1.4,1.9,0.9,0.5,0.1,0.8,1.1,7
37,37,Conor Clifford,Washington State,Pac-12,62,1046,16.9,3.5,5.7,3.5,5.7,0,0,1.2,1.4,0.7,1.8,2.4,0.6,0,0.5,1.5,2.5,8.1
38,38,Dominique Collier,Colorado,Pac-12,91,1859,20.4,2.1,5.7,1,2.7,1.2,3,1.6,2.2,0.3,1.4,1.6,1.9,0.9,0.1,1.5,2.5,7.1
39,39,Romello White,Arizona State,Pac-12,65,1602,24.6,3.6,5.7,3.6,5.7,0,0,2.4,4.2,2.4,3.7,6.1,0.4,0.3,0.7,1.4,3.2,9.6
40,40,Ehab Amin,Oregon,Pac-12,37,662,17.9,2.1,5.6,1.2,2.8,0.9,2.8,0.8,1.3,0.6,2.5,3.1,1.2,1.5,0.1,1,1.9,5.9
41,41,Robert Cartwright,Stanford,Pac-12,58,1247,21.5,2,5.6,1.2,2.9,0.8,2.7,0.9,1.3,0.2,1.5,1.7,3,0.8,0,1.3,1.4,5.8
42,42,Tre'Shaun Fletcher,Colorado,Pac-12,34,666,19.6,2.2,5.6,1.2,2.6,1,3,1.6,1.9,0.7,1.6,2.4,1.1,0.4,0.2,1.3,2,7.1
43,43,Malcolm Duvivier,Oregon State,Pac-12,32,809,25.3,2.1,5.5,1.1,2.9,0.9,2.6,1,1.7,0.4,2,2.4,2.2,0.4,0.2,1.6,1.7,6.1
44,44,JoJo Zamora,Utah,Pac-12,32,641,20,2.5,5.5,1.5,2.7,1,2.8,0.9,1.2,0.3,1.2,1.4,1.1,0.6,0.3,1.2,1.4,6.9
45,45,Taeshon Cherry,Arizona State,Pac-12,30,523,17.4,2.1,5.4,0.8,1.5,1.3,3.9,0.3,0.5,0.5,2.1,2.6,0.3,0.6,0.2,0.5,2.3,5.9
46,46,Both Gach,Utah,Pac-12,30,602,20.1,2.6,5.4,1.6,2.3,1,3.2,1.6,1.9,0.5,1.5,2.1,2.1,0.5,0.1,1.7,1.3,7.7
47,47,Kimani Lawrence,Arizona State,Pac-12,53,1038,19.6,2.3,5.4,1.6,3.1,0.7,2.3,1.4,1.8,0.9,2,2.9,0.9,0.5,0.3,1,2.3,6.6
48,48,Dylan Smith,Arizona,Pac-12,66,1281,19.4,1.9,5.4,0.7,1.9,1.2,3.5,0.8,1,0.4,2.2,2.6,1.1,0.4,0.3,1.3,1.8,5.7
49,49,Jules Bernard,UCLA,Pac-12,33,566,17.2,2.5,5.3,1.8,3.4,0.7,1.9,2,2.7,0.8,2.3,3.1,0.8,0.5,0.1,1.5,2.1,7.6
50,50,Marcus Sheffield,Stanford,Pac-12,86,1467,17.1,2,5.3,1.2,2.9,0.8,2.3,1.3,1.7,0.3,1.4,1.7,1.1,0.6,0.1,1,1.3,6.1
51,51,Marvin Cannon,Washington State,Pac-12,32,689,21.5,2.3,5.2,1.7,3.5,0.6,1.7,2.9,3.4,1.1,2.3,3.4,0.6,0.5,0.7,1.2,1.6,7.9
52,52,Wesley Gordon,Colorado,Pac-12,66,1733,26.3,2.4,5.2,2.3,4.9,0.1,0.3,2.1,3,2.6,4.4,7,1.6,0.4,1.8,1.2,2.5,7
53,53,Olaf Schaftenaar,Oregon State,Pac-12,32,759,23.7,2,5.2,0.7,1.7,1.3,3.5,1,1.3,0.7,2.2,2.9,1.6,0.4,0.2,0.8,2.5,6.4
54,54,D'Shawn Schwartz,Colorado,Pac-12,67,1421,21.2,2.3,5.2,1.4,2.6,0.9,2.7,1,1.4,0.6,2.3,2.8,0.8,0.2,0.1,0.8,1.6,6.4
55,55,Bryce Wills,Stanford,Pac-12,30,753,25.1,2.2,5.2,1.9,4.2,0.3,1,1.3,2.4,0.8,2.8,3.6,2,1,0.6,2.2,1.9,6
56,56,Nahziah Carter,Washington,Pac-12,70,1224,17.5,2.4,5.1,1.9,3.5,0.6,1.6,1.2,1.9,0.7,1.4,2.1,0.7,0.6,0.3,1,1.7,6.6
57,57,Mark Tollefsen,Arizona,Pac-12,34,744,21.9,2.6,5.1,1.9,3,0.8,2.1,0.9,1.1,1.2,1.8,3,1.3,0.4,0.6,0.6,1.9,7
58,58,Dallas Walton,Colorado,Pac-12,30,557,18.6,2.3,5.1,2.2,4.6,0.2,0.4,0.9,1.2,0.9,2.5,3.4,0.7,0.2,1.1,0.9,2,5.7
59,59,Vante Hendrix,Utah,Pac-12,4,71,17.8,2.3,5,0.8,0.8,1.5,4.3,1.8,2,0.5,2.5,3,1.5,0.3,0,1,2,7.8
60,60,Lucas Siewert,Colorado,Pac-12,98,1840,18.8,2.1,5,1.2,2.6,0.9,2.4,1,1.3,1,2.4,3.4,0.9,0.3,0.3,1,1.9,6.2
61,61,Renard Suggs,Washington State,Pac-12,25,314,12.6,1.9,5,1.2,2.6,0.7,2.4,0.8,1.3,0.3,1.6,1.9,1,0.2,0.2,1,1,5.4
62,62,Riley Battin,Utah,Pac-12,31,624,20.1,2.4,4.9,1.5,2.5,0.9,2.4,0.8,1.1,0.8,2.6,3.4,1.2,0.2,0,0.9,1.6,6.4
63,63,Eric Jacobsen,Arizona State,Pac-12,32,722,22.6,2.8,4.9,2.8,4.9,0,0.1,1.9,3,2.3,2.8,5.1,0.5,0.2,1,0.9,3.2,7.7
64,64,Kylor Kelley,Oregon State,Pac-12,31,728,23.5,3.2,4.9,3.2,4.9,0,0,1.2,2,1.5,3.4,5,0.4,0.3,3.4,1,2.3,7.7
65,65,Parker Van Dyke,Utah,Pac-12,97,1940,20,2,4.9,0.6,1.1,1.4,3.7,0.3,0.5,0.1,1.3,1.5,1.5,0.6,0.1,0.6,1.2,5.6
66,66,Dominic Green,Washington,Pac-12,128,2458,19.2,1.7,4.8,0.5,1.5,1.1,3.3,0.5,0.8,0.5,1.5,2,0.6,0.4,0.3,0.6,1.3,5
67,67,Parker Jackson-Cartwright,Arizona,Pac-12,100,2615,26.2,2,4.8,1,2.2,1.1,2.6,1.2,1.7,0.3,1.9,2.2,4,1.1,0.2,1.5,2.1,6.3
68,68,Kendal Manuel,Oregon State,Pac-12,61,1232,20.2,1.8,4.8,0.7,2,1.1,2.8,0.6,0.9,0.3,1.6,1.8,1,0.6,0.1,1.1,1.5,5.3
69,69,Jervae Robinson,Washington State,Pac-12,32,578,18.1,1.8,4.8,1.2,2.7,0.6,2.1,0.5,0.7,0.2,1.2,1.4,1.9,0.4,0,1.3,1.6,4.6
70,70,Carlos Johnson,Washington,Pac-12,48,699,14.6,2,4.6,1.8,3.8,0.2,0.8,1,1.6,1.1,1.4,2.4,0.5,0.3,0.2,1,1.9,5.1
71,71,Daylen Kountz,Colorado,Pac-12,36,616,17.1,2,4.6,1.5,3.1,0.4,1.4,1.2,1.8,0.1,1.3,1.4,1.3,0.4,0.1,1.1,1.3,5.6
72,72,Langston Morris-Walker,Oregon State,Pac-12,32,539,16.8,1.7,4.6,0.9,2.3,0.8,2.2,1.1,1.7,0.6,1.8,2.4,0.9,0.6,0,0.6,1,5.2
73,73,Jordan Usher,Southern California,Pac-12,48,798,16.6,2,4.6,1.3,2.6,0.7,2,0.9,1.2,0.6,1.8,2.4,1.1,0.5,0.1,0.9,2.1,5.7
74,74,Milan Acquaah,Washington State,Pac-12,30,525,17.5,1.7,4.5,1.2,2.6,0.5,1.9,0.9,1.7,0.2,1.6,1.8,1.9,0.6,0,2.3,2,4.9
75,75,Derrien King,Washington State,Pac-12,35,546,15.6,1.4,4.5,0.8,2.5,0.6,1.9,1,1.4,0.4,2.1,2.5,0.7,0.2,0.2,1.3,1.6,4.5
76,76,Will Richardson,Oregon,Pac-12,38,922,24.3,2.1,4.5,1.7,3.1,0.4,1.4,1.4,2.1,0.6,1.7,2.4,2.5,1.1,0.2,1.7,1.8,6
77,77,Elijah Weaver,Southern California,Pac-12,28,574,20.5,1.9,4.5,1.1,2.3,0.8,2.2,0.6,0.8,0.4,1.3,1.7,2.4,0.6,0.1,1.7,1.5,5.1
78,78,Cody Riley,UCLA,Pac-12,30,524,17.5,2.1,4.4,1.9,3.8,0.2,0.7,1.1,2.2,0.9,3.2,4.1,0.7,0.3,0.4,1.4,2.3,5.5
79,79,Chris Smith,UCLA,Pac-12,66,1078,16.3,1.8,4.4,1.5,3.1,0.3,1.3,1.1,1.7,0.5,2.3,2.8,0.9,0.3,0.2,1.3,1.4,5.1
80,80,Malik Dime,Washington,Pac-12,54,1149,21.3,2.5,4.3,2.5,4.3,0,0,1.4,2.1,2.3,3.2,5.6,0.4,0.4,2.5,0.9,3,6.4
81,81,Bryce Peters,Colorado,Pac-12,24,379,15.8,1.7,4.3,1.1,2.6,0.5,1.6,0.8,1.5,0.3,1.1,1.4,1,0.4,0,0.7,1.5,4.7
82,82,Viont'e Daniels,Washington State,Pac-12,102,2280,22.4,1.8,4.2,0.5,1,1.3,3.2,0.5,0.6,0.4,1.2,1.6,1.7,0.4,0.1,0.7,1.3,5.5
83,83,Alfred Hollins,Oregon State,Pac-12,62,1087,17.5,1.8,4.2,1.4,2.7,0.4,1.5,1.2,2,0.9,2.3,3.2,0.8,0.6,0.3,1.1,2,5.3
84,84,Tory Stewart-Miller,Colorado,Pac-12,71,1159,16.3,2.2,4.2,2.2,4.1,0,0.1,1.3,2.2,1.5,2.8,4.3,0.3,0.3,0.3,1.1,2,5.6
85,85,Xavier Talton,Colorado,Pac-12,34,696,20.5,1.4,4.2,0.8,2.4,0.7,1.9,1.2,1.3,0.5,2.1,2.5,1.9,0.7,0.1,1.2,2.1,4.8
86,86,Casey Benson,Oregon,Pac-12,77,1907,24.8,1.8,4.1,0.9,1.9,0.9,2.2,1.1,1.4,0.4,1.6,2,2.5,0.7,0,0.8,1.5,5.5
87,87,Juhwan Harris-Dyson,University of California,Pac-12,60,1061,17.7,1.9,4.1,1.9,3.7,0,0.4,1.2,2,1.1,1.6,2.7,1,1,0.3,1.5,2.5,4.9
88,88,Andre Kelly,University of California,Pac-12,31,609,19.6,2.3,4.1,2.2,4,0.1,0.1,1.7,2.4,1,2.7,3.7,0.2,0.5,0.5,0.9,2.3,6.3
89,89,Kenny Wooten,Oregon,Pac-12,70,1528,21.8,2.6,4.1,2.6,4.1,0,0,1.2,1.8,1.4,3.3,4.7,0.5,0.5,2.4,1.1,2.6,6.4
90,90,Jonah Bolden,UCLA,Pac-12,31,672,21.7,1.6,4,1.4,2.8,0.3,1.2,1.1,1.5,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6
