,Unnamed: 0,Player,Season,Team,League,Age,VORP,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
44,44,Will Bynum,2005-06,GSW,NBA,23,-0.2,15,0,10.8,1.4,3.5,1.3,2.9,0.1,0.6,0.7,1.1,0.2,0.6,0.8,1.3,0.5,0.0,0.9,0.7,3.6,0.40399999999999997,0.442,0.222,0.423,0.625,0.457
45,45,Jason Caffey,2001-02,MIL,NBA,28,-0.2,23,0,12.3,1.6,3.1,1.6,3.1,0.0,0.0,1.2,1.9,1.0,1.1,2.2,0.5,0.2,0.2,0.8,1.7,4.3,0.5,0.507,0.0,0.5,0.628,0.544
46,46,Isaiah Canaan,2016-17,CHI,NBA,25,-0.2,39,0,15.2,1.6,4.4,1.0,2.0,0.6,2.4,0.8,0.8,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,0.364,0.48100000000000004,0.266,0.436,0.909,0.483
47,47,Derrick Caracter,2010-11,LAL,NBA,22,-0.2,41,0,5.2,0.8,1.6,0.8,1.6,0.0,0.0,0.4,0.6,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2.0,0.485,0.485,,0.485,0.7390000000000001,0.532
48,48,Rodney Carney,2007-08,PHI,NBA,23,-0.2,70,6,14.8,2.3,5.6,1.7,3.9,0.5,1.7,0.8,1.2,0.7,1.4,2.1,0.5,0.6,0.3,0.5,1.4,5.8,0.40299999999999997,0.441,0.317,0.452,0.679,0.478
49,49,Rodney Carney,2010-11,TOT,NBA,26,-0.2,27,1,12.4,1.7,4.1,1.1,2.7,0.6,1.4,0.7,1.0,0.5,1.3,1.8,0.4,0.4,0.2,0.6,1.2,4.7,0.418,0.40299999999999997,0.447,0.495,0.667,0.521
50,50,Chris Carr,2000-01,BOS,NBA,26,-0.2,35,0,8.8,1.5,3.2,1.0,2.1,0.5,1.1,1.3,1.7,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,0.473,0.48,0.45899999999999996,0.5489999999999999,0.767,0.611
51,51,Matt Carroll,2004-05,CHA,NBA,24,-0.2,25,0,17.2,2.8,7.2,2.3,5.6,0.5,1.6,2.8,3.3,0.5,1.9,2.4,0.7,0.7,0.1,1.0,1.5,9.0,0.389,0.40399999999999997,0.33299999999999996,0.425,0.855,0.517
52,52,Matt Carroll,2005-06,CHA,NBA,25,-0.2,78,6,16.3,2.5,6.1,1.5,3.7,0.9,2.4,1.8,2.2,0.4,1.6,2.0,0.4,0.6,0.1,0.6,1.5,7.6,0.40299999999999997,0.41200000000000003,0.389,0.479,0.821,0.54
53,53,Anthony Carter,2003-04,SAS,NBA,28,-0.2,5,2,17.4,2.2,7.4,2.2,6.8,0.0,0.6,0.0,0.0,0.4,1.8,2.2,2.4,0.8,0.0,2.4,1.8,4.4,0.297,0.324,0.0,0.297,,0.297
54,54,Maurice Carter,2003-04,TOT,NBA,27,-0.2,10,0,11.0,1.1,3.5,0.7,2.4,0.4,1.1,1.6,2.0,0.2,0.9,1.1,0.4,0.0,0.0,0.9,1.0,4.2,0.314,0.292,0.364,0.371,0.8,0.479
55,55,Omri Casspi,2016-17,TOT,NBA,28,-0.2,36,2,17.9,2.1,4.6,1.7,3.4,0.4,1.2,0.5,0.8,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2,0.47,0.512,0.349,0.515,0.586,0.526
56,56,Kelvin Cato,2006-07,NYK,NBA,32,-0.2,18,0,5.3,0.4,1.2,0.4,1.2,0.0,0.0,0.4,0.7,0.7,1.1,1.7,0.0,0.2,0.6,0.3,0.6,1.2,0.318,0.318,,0.318,0.667,0.40299999999999997
57,57,Ian Clark,2015-16,GSW,NBA,24,-0.2,66,1,8.8,1.3,3.1,0.9,1.8,0.5,1.3,0.4,0.5,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,3.6,0.441,0.5,0.35700000000000004,0.515,0.8240000000000001,0.544
58,58,Mateen Cleaves,2002-03,SAC,NBA,25,-0.2,12,0,4.6,0.5,1.9,0.4,1.8,0.1,0.1,0.3,0.3,0.1,0.6,0.7,0.8,0.2,0.0,1.2,0.5,1.3,0.261,0.22699999999999998,1.0,0.28300000000000003,0.75,0.32299999999999995
59,59,Norris Cole,2016-17,OKC,NBA,28,-0.2,13,0,9.6,1.2,4.0,1.0,3.0,0.2,1.0,0.6,0.8,0.0,0.8,0.8,1.1,0.6,0.0,0.5,1.4,3.3,0.308,0.33299999999999996,0.231,0.337,0.8,0.381
60,60,Derrick Coleman,2004-05,DET,NBA,37,-0.2,5,0,10.0,0.6,2.8,0.6,2.4,0.0,0.4,0.6,0.6,0.6,2.4,3.0,0.0,0.0,0.0,0.4,1.2,1.8,0.214,0.25,0.0,0.214,1.0,0.294
61,61,Derrick Coleman,2000-01,CHH,NBA,33,-0.2,34,3,20.1,2.9,7.5,2.3,6.0,0.6,1.5,1.9,2.7,1.4,4.1,5.4,1.1,0.3,0.6,1.2,1.6,8.1,0.38,0.377,0.392,0.42,0.685,0.469
62,62,Jarron Collins,2004-05,UTA,NBA,26,-0.2,50,38,19.2,1.3,3.1,1.3,3.1,0.0,0.0,1.7,2.4,1.1,2.1,3.3,1.2,0.2,0.1,0.7,2.9,4.3,0.414,0.41700000000000004,0.0,0.414,0.6970000000000001,0.509
63,63,Jarron Collins,2010-11,TOT,NBA,32,-0.2,28,0,6.5,0.2,0.8,0.2,0.8,0.0,0.0,0.3,0.4,0.5,0.4,0.9,0.1,0.1,0.0,0.3,1.0,0.7,0.28600000000000003,0.28600000000000003,,0.28600000000000003,0.7,0.374
64,64,Jason Collins,2011-12,ATL,NBA,33,-0.2,30,10,10.3,0.5,1.3,0.5,1.3,0.0,0.0,0.2,0.5,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3,0.4,0.4,,0.4,0.467,0.418
65,65,Pat Connaughton,2015-16,POR,NBA,23,-0.2,34,0,4.2,0.4,1.4,0.2,0.8,0.1,0.6,0.1,0.1,0.3,0.6,0.9,0.3,0.1,0.0,0.3,0.2,1.1,0.265,0.28600000000000003,0.23800000000000002,0.316,1.0,0.35200000000000004
66,66,Brian Cook,2009-10,HOU,NBA,29,-0.2,15,0,2.9,0.5,1.5,0.3,0.9,0.1,0.6,0.3,0.5,0.1,0.5,0.6,0.1,0.0,0.1,0.4,0.3,1.4,0.304,0.35700000000000004,0.222,0.348,0.7140000000000001,0.40299999999999997
67,67,Brian Cook,2010-11,LAC,NBA,30,-0.2,40,0,11.2,1.8,4.3,1.0,2.3,0.9,2.0,0.4,0.6,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,4.8,0.424,0.418,0.43,0.524,0.625,0.534
68,68,Brian Cook,2008-09,TOT,NBA,28,-0.2,30,0,5.7,0.9,2.5,0.5,1.5,0.4,1.0,0.2,0.2,0.2,0.8,1.1,0.2,0.1,0.1,0.4,0.9,2.5,0.368,0.326,0.433,0.45399999999999996,0.833,0.47
69,69,Omar Cook,2003-04,POR,NBA,22,-0.2,17,0,8.2,0.4,1.6,0.4,1.5,0.0,0.1,0.0,0.0,0.2,0.2,0.4,1.4,0.6,0.0,0.6,0.8,0.8,0.259,0.26899999999999996,0.0,0.259,,0.259
70,70,Quinn Cook,2018-19,GSW,NBA,25,-0.2,73,9,14.1,2.7,5.8,1.7,3.2,1.1,2.7,0.3,0.4,0.3,1.8,2.1,1.5,0.3,0.0,0.6,1.2,6.8,0.46799999999999997,0.524,0.40299999999999997,0.561,0.769,0.569
71,71,Quinn Cook,2016-17,TOT,NBA,23,-0.2,14,0,13.4,2.4,4.7,1.6,2.9,0.8,1.9,0.1,0.4,0.1,0.4,0.5,1.9,0.3,0.0,0.9,0.9,5.6,0.5,0.55,0.423,0.583,0.4,0.579
72,72,Chris Copeland,2015-16,MIL,NBA,31,-0.2,24,1,6.5,0.7,2.1,0.3,0.6,0.4,1.5,0.3,0.3,0.0,0.4,0.4,0.5,0.1,0.0,0.3,0.7,2.1,0.33299999999999996,0.467,0.278,0.431,0.857,0.462
73,73,Jordan Crawford,2011-12,WAS,NBA,23,-0.2,64,32,27.4,5.5,13.6,4.2,9.4,1.2,4.3,2.5,3.2,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7,0.4,0.451,0.289,0.446,0.7929999999999999,0.488
74,74,John Crotty,2002-03,DEN,NBA,33,-0.2,12,0,15.0,1.2,3.4,0.8,2.3,0.3,1.1,0.8,1.3,0.1,1.2,1.3,2.4,0.3,0.0,0.8,1.3,3.4,0.341,0.35700000000000004,0.308,0.39,0.6,0.431
75,75,John Crotty,2000-01,UTA,NBA,31,-0.2,31,0,8.5,0.7,2.1,0.6,1.9,0.1,0.2,0.5,0.6,0.4,0.5,0.9,1.1,0.2,0.0,0.6,1.0,2.1,0.33799999999999997,0.31,0.5710000000000001,0.369,0.895,0.44299999999999995
76,76,Vonteego Cummings,2001-02,PHI,NBA,25,-0.2,58,1,8.6,1.3,3.2,1.1,2.4,0.2,0.8,0.4,0.6,0.2,0.7,0.9,1.0,0.3,0.1,0.6,0.9,3.3,0.41700000000000004,0.46799999999999997,0.261,0.449,0.75,0.47700000000000004
77,77,Eddy Curry,2011-12,MIA,NBA,29,-0.2,14,1,5.9,0.9,1.9,0.9,1.9,0.0,0.0,0.4,0.6,0.3,0.6,0.9,0.1,0.0,0.1,0.7,1.2,2.1,0.462,0.462,,0.462,0.75,0.508
78,78,Antonio Daniels,2006-07,WAS,NBA,31,-0.2,80,8,22.0,2.2,4.9,1.9,4.1,0.2,0.8,2.6,3.1,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1,0.442,0.469,0.302,0.467,0.8320000000000001,0.5720000000000001
79,79,Marquis Daniels,2011-12,BOS,NBA,31,-0.2,38,0,12.7,1.4,3.8,1.4,3.5,0.0,0.3,0.4,0.6,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2,0.364,0.391,0.0,0.364,0.7390000000000001,0.395
80,80,Marquis Daniels,2007-08,IND,NBA,27,-0.2,74,1,20.9,3.3,7.6,2.9,6.2,0.4,1.4,1.3,1.9,0.9,2.0,2.9,1.9,1.1,0.2,1.5,1.6,8.2,0.43,0.466,0.265,0.45399999999999996,0.698,0.48700000000000004
81,81,Jermareo Davidson,2008-09,GSW,NBA,24,-0.2,14,0,7.9,1.2,2.5,1.2,2.5,0.0,0.0,0.6,1.2,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3.0,0.486,0.486,,0.486,0.47100000000000003,0.494
82,82,Baron Davis,2011-12,NYK,NBA,32,-0.2,29,14,20.5,2.3,6.3,1.4,3.4,0.9,2.9,0.6,0.8,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1,0.37,0.424,0.306,0.44,0.667,0.457
83,83,Emanual Davis,2001-02,ATL,NBA,33,-0.2,28,20,27.6,2.5,7.1,1.5,4.0,1.0,3.0,0.6,0.6,0.7,2.0,2.6,2.4,1.0,0.2,1.9,2.4,6.6,0.354,0.363,0.341,0.42700000000000005,0.889,0.449
84,84,Glen Davis,2013-14,TOT,NBA,28,-0.2,68,44,24.4,4.0,8.7,3.9,8.6,0.1,0.2,1.4,2.0,1.6,3.6,5.2,1.1,0.9,0.4,1.1,2.3,9.4,0.457,0.45899999999999996,0.364,0.46,0.693,0.491
85,85,Glen Davis,2009-10,BOS,NBA,24,-0.2,54,1,17.3,2.3,5.2,2.3,5.1,0.0,0.1,1.8,2.6,1.9,1.9,3.8,0.6,0.4,0.3,1.0,2.4,6.3,0.43700000000000006,0.444,0.0,0.43700000000000006,0.696,0.5
86,86,Austin Daye,2009-10,DET,NBA,21,-0.2,69,4,13.3,2.0,4.3,1.6,2.9,0.4,1.4,0.7,0.8,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.7,5.1,0.46399999999999997,0.54,0.305,0.514,0.821,0.546
87,87,Sam Dekker,2017-18,LAC,NBA,23,-0.2,73,1,12.1,1.8,3.5,1.6,2.7,0.1,0.8,0.5,0.8,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1.0,4.2,0.494,0.593,0.16699999999999998,0.514,0.6609999999999999,0.534
88,88,Carlos Delfino,2005-06,DET,NBA,23,-0.2,68,1,10.7,1.3,3.3,1.0,2.4,0.3,0.9,0.7,1.0,0.4,1.3,1.7,0.6,0.3,0.2,0.5,1.3,3.6,0.40299999999999997,0.428,0.33299999999999996,0.447,0.672,0.483
89,89,Matthew Dellavedova,2014-15,CLE,NBA,24,-0.2,67,13,20.6,1.7,4.6,0.6,2.1,1.0,2.5,0.4,0.6,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,0.36200000000000004,0.307,0.40700000000000003,0.47200000000000003,0.763,0.493
90,90,Luol Deng,2016-17,LAL,NBA,31,-0.2,56,49,26.5,2.9,7.6,2.0,4.6,0.9,2.9,0.8,1.1,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,0.387,0.436,0.309,0.447,0.73,0.47
91,91,Derrick Dial,2001-02,TOT,NBA,26,-0.2,32,0,9.3,1.3,3.8,1.3,3.4,0.0,0.3,0.6,0.8,0.4,1.3,1.8,1.1,0.3,0.1,0.5,0.4,3.2,0.342,0.36700000000000005,0.091,0.34600000000000003,0.75,0.387
92,92,Cheick Diallo,2016-17,NOP,NBA,20,-0.2,17,0,11.7,2.1,4.5,2.1,4.5,0.0,0.0,0.9,1.2,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1.0,5.1,0.474,0.474,,0.474,0.7140000000000001,0.51
93,93,Cheick Diallo,2017-18,NOP,NBA,21,-0.2,52,0,11.2,2.0,3.4,2.0,3.4,0.0,0.0,1.0,1.3,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,0.58,0.58,,0.58,0.758,0.619
94,94,Yakhouba Diawara,2007-08,DEN,NBA,25,-0.2,54,14,10.0,1.0,2.5,0.6,1.3,0.4,1.2,0.4,0.6,0.4,0.7,1.1,0.7,0.1,0.1,0.3,1.1,2.8,0.41,0.5,0.318,0.489,0.71,0.518
95,95,Dan Dickau,2003-04,TOT,NBA,25,-0.2,43,0,6.8,0.9,2.3,0.6,1.6,0.2,0.7,0.3,0.3,0.2,0.4,0.6,0.9,0.4,0.0,0.6,1.0,2.2,0.37799999999999995,0.397,0.33299999999999996,0.429,0.7859999999999999,0.456
96,96,Dan Dickau,2007-08,LAC,NBA,29,-0.2,67,8,15.5,1.9,4.4,1.3,2.8,0.5,1.6,1.0,1.2,0.2,1.3,1.4,2.6,0.5,0.0,0.8,1.6,5.3,0.419,0.46799999999999997,0.33299999999999996,0.48,0.8290000000000001,0.53
97,97,Travis Diener,2007-08,IND,NBA,25,-0.2,66,21,20.5,2.4,6.5,1.3,3.0,1.1,3.5,1.0,1.1,0.4,1.3,1.7,3.8,0.5,0.1,0.8,1.6,6.9,0.37,0.431,0.318,0.456,0.9009999999999999,0.494
98,98,Spencer Dinwiddie,2014-15,DET,NBA,21,-0.2,34,1,13.4,1.5,5.0,1.1,3.1,0.4,1.9,0.9,1.0,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,0.302,0.375,0.185,0.337,0.912,0.39399999999999996
99,99,Ike Diogu,2008-09,TOT,NBA,25,-0.2,29,1,7.4,1.3,2.6,1.3,2.5,0.0,0.1,1.4,1.8,0.9,1.0,1.9,0.1,0.1,0.1,0.4,0.8,4.1,0.527,0.528,0.5,0.534,0.755,0.611
0,0,Ike Diogu,2007-08,IND,NBA,24,-0.2,30,1,10.2,2.1,4.5,2.1,4.5,0.0,0.0,1.3,1.6,1.3,1.6,2.8,0.3,0.2,0.1,0.7,1.4,5.6,0.478,0.478,,0.478,0.851,0.5429999999999999
1,1,DeSagana Diop,2001-02,CLE,NBA,20,-0.2,18,1,6.1,0.7,1.6,0.7,1.6,0.0,0.0,0.1,0.3,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4,0.414,0.414,,0.414,0.2,0.401
2,2,DeSagana Diop,2011-12,CHA,NBA,30,-0.2,27,9,12.0,0.6,1.6,0.6,1.6,0.0,0.0,0.0,0.2,1.2,1.9,3.1,0.9,0.2,0.5,0.7,1.3,1.1,0.35700000000000004,0.35700000000000004,,0.35700000000000004,0.16699999999999998,0.34700000000000003
3,3,Juan Dixon,2003-04,WAS,NBA,25,-0.2,71,16,20.8,3.5,9.0,2.6,6.2,0.8,2.8,1.6,2.0,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,9.4,0.38799999999999996,0.428,0.298,0.434,0.799,0.47600000000000003
4,4,Juan Dixon,2007-08,TOT,NBA,29,-0.2,53,0,12.6,2.0,4.9,1.4,3.5,0.6,1.4,0.4,0.5,0.3,1.1,1.4,1.8,0.4,0.0,1.0,1.2,5.0,0.41100000000000003,0.409,0.41700000000000004,0.469,0.8079999999999999,0.488
5,5,Michael Doleac,2005-06,MIA,NBA,28,-0.2,31,3,12.0,1.2,2.8,1.2,2.8,0.0,0.0,0.8,1.0,0.7,2.0,2.7,0.3,0.3,0.2,0.5,1.5,3.2,0.42,0.42,,0.42,0.8,0.484
6,6,Keyon Dooling,2001-02,LAC,NBA,21,-0.2,14,0,11.1,1.6,4.1,1.3,3.1,0.3,1.0,0.7,0.9,0.0,0.2,0.2,0.9,0.3,0.2,0.7,1.4,4.1,0.386,0.419,0.28600000000000003,0.42100000000000004,0.833,0.466
7,7,Keyon Dooling,2006-07,ORL,NBA,26,-0.2,66,2,21.7,2.8,6.9,2.4,5.5,0.5,1.5,1.7,2.1,0.3,1.0,1.3,1.7,0.8,0.2,1.1,1.9,7.9,0.41,0.434,0.32299999999999995,0.444,0.809,0.501
8,8,Zabian Dowdell,2010-11,PHO,NBA,26,-0.2,24,0,12.2,2.1,5.2,2.0,4.8,0.1,0.4,0.7,0.7,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5.0,0.408,0.41700000000000004,0.3,0.42,0.941,0.457
9,9,Goran Dragic,2008-09,PHO,NBA,22,-0.2,55,1,13.2,1.6,4.1,1.2,3.1,0.4,1.0,0.9,1.2,0.6,1.3,1.9,2.0,0.5,0.1,1.3,1.6,4.5,0.39299999999999996,0.4,0.37,0.43799999999999994,0.769,0.48700000000000004
10,10,Bryce Drew,2003-04,NOH,NBA,29,-0.2,15,0,5.2,0.3,1.2,0.2,0.7,0.1,0.5,0.2,0.2,0.0,0.4,0.4,0.9,0.3,0.0,0.5,0.1,0.8,0.222,0.273,0.14300000000000002,0.25,1.0,0.311
11,11,Larry Drew,2017-18,TOT,NBA,27,-0.2,10,0,7.0,0.7,2.4,0.4,1.5,0.3,0.9,0.0,0.0,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.6,1.7,0.292,0.267,0.33299999999999996,0.354,,0.354
12,12,Cleanthony Early,2015-16,NYK,NBA,24,-0.2,17,2,9.1,0.7,2.4,0.5,1.5,0.2,0.9,0.2,0.2,0.2,1.3,1.5,0.4,0.1,0.2,0.5,0.9,1.8,0.3,0.32,0.267,0.35,0.75,0.371
13,13,John Edwards,2004-05,IND,NBA,23,-0.2,25,1,5.6,0.4,1.2,0.4,1.2,0.0,0.0,0.3,0.6,0.3,0.4,0.8,0.1,0.1,0.2,0.3,0.5,1.2,0.36700000000000005,0.36700000000000005,,0.36700000000000005,0.5,0.401
14,14,Obinna Ekezie,2001-02,LAC,NBA,26,-0.2,29,1,5.2,0.4,1.3,0.4,1.3,0.0,0.0,1.0,1.4,0.4,0.8,1.2,0.1,0.1,0.2,0.3,0.6,1.9,0.33299999999999996,0.33299999999999996,,0.33299999999999996,0.7,0.47700000000000004
15,15,Obinna Ekezie,2000-01,TOT,NBA,25,-0.2,33,0,8.5,1.0,2.5,1.0,2.5,0.0,0.0,1.1,1.6,0.9,1.4,2.4,0.3,0.2,0.2,0.4,1.5,3.1,0.395,0.395,,0.395,0.698,0.484
16,16,Henry Ellenson,2016-17,DET,NBA,20,-0.2,19,2,7.7,1.2,3.4,0.7,1.5,0.5,1.8,0.2,0.4,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2,0.359,0.44799999999999995,0.28600000000000003,0.43799999999999994,0.5,0.444
17,17,Wayne Ellington,2011-12,MIN,NBA,24,-0.2,51,4,19.1,2.4,5.9,1.7,3.8,0.7,2.1,0.6,0.8,0.3,1.7,1.9,0.6,0.5,0.2,0.5,1.1,6.1,0.40399999999999997,0.44799999999999995,0.324,0.462,0.8,0.48700000000000004
18,18,Monta Ellis,2005-06,GSW,NBA,20,-0.2,49,3,18.1,2.7,6.5,2.1,4.8,0.6,1.7,0.9,1.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8,0.415,0.441,0.341,0.45899999999999996,0.7120000000000001,0.486
19,19,Monta Ellis,2016-17,IND,NBA,31,-0.2,74,33,27.0,3.3,7.5,2.8,5.7,0.6,1.8,1.3,1.7,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,8.5,0.44299999999999995,0.483,0.319,0.48200000000000004,0.727,0.514
20,20,Francisco Elson,2010-11,UTA,NBA,34,-0.2,62,1,9.8,0.9,1.8,0.9,1.8,0.0,0.0,0.4,0.5,0.6,1.3,1.9,0.5,0.3,0.2,0.5,1.4,2.2,0.478,0.478,,0.478,0.8390000000000001,0.529
21,21,Melvin Ely,2003-04,LAC,NBA,25,-0.2,42,2,12.1,1.6,3.6,1.6,3.6,0.0,0.0,0.6,1.0,1.1,1.3,2.4,0.5,0.2,0.4,0.5,1.6,3.7,0.431,0.434,0.0,0.431,0.595,0.45799999999999996
22,22,Kim English,2012-13,DET,NBA,24,-0.2,41,0,9.9,1.0,2.7,0.7,1.5,0.3,1.2,0.5,0.7,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,0.375,0.452,0.28,0.43799999999999994,0.7240000000000001,0.47700000000000004
23,23,Semih Erden,2011-12,CLE,NBA,25,-0.2,28,9,11.9,1.4,2.6,1.4,2.6,0.0,0.0,0.8,1.5,0.7,1.9,2.6,0.3,0.4,0.2,0.6,2.1,3.5,0.527,0.527,,0.527,0.512,0.5379999999999999
24,24,Jacob Evans,2018-19,GSW,NBA,21,-0.2,29,1,6.1,0.5,1.6,0.4,1.2,0.1,0.4,0.0,0.0,0.2,0.6,0.8,0.7,0.2,0.1,0.3,0.9,1.1,0.326,0.382,0.16699999999999998,0.348,0.0,0.345
25,25,Maurice Evans,2004-05,SAC,NBA,26,-0.2,65,11,19.0,2.5,5.7,2.1,4.5,0.4,1.3,0.9,1.2,1.4,1.7,3.1,0.7,0.6,0.1,0.5,1.6,6.4,0.442,0.474,0.32899999999999996,0.479,0.7559999999999999,0.511
26,26,Maurice Evans,2011-12,WAS,NBA,33,-0.2,24,0,14.3,1.9,4.7,1.2,2.8,0.7,1.9,0.4,0.5,0.3,0.7,1.0,0.4,0.6,0.0,0.4,1.5,4.9,0.402,0.418,0.37799999999999995,0.478,0.769,0.49700000000000005
27,27,Reggie Evans,2009-10,TOR,NBA,29,-0.2,28,1,11.1,1.2,2.5,1.2,2.5,0.0,0.0,1.0,2.1,1.1,2.7,3.8,0.3,0.5,0.1,0.8,1.6,3.4,0.493,0.493,,0.493,0.45,0.498
28,28,Noel Felix,2005-06,SEA,NBA,24,-0.2,12,0,6.8,0.5,2.1,0.4,1.8,0.1,0.3,0.4,0.7,0.3,0.8,1.1,0.2,0.2,0.3,0.7,1.1,1.5,0.24,0.22699999999999998,0.33299999999999996,0.26,0.625,0.316
29,29,Raymond Felton,2018-19,OKC,NBA,34,-0.2,32,0,11.1,1.6,4.0,1.1,2.3,0.5,1.7,0.4,0.4,0.1,0.8,0.9,1.4,0.3,0.2,0.4,0.9,4.1,0.402,0.473,0.302,0.465,0.9229999999999999,0.49
30,30,Isaac Fontaine,2001-02,MEM,NBA,26,-0.2,6,0,12.5,0.5,2.3,0.3,1.5,0.2,0.8,0.7,1.0,0.0,0.8,0.8,0.7,0.0,0.0,0.7,1.0,1.8,0.214,0.222,0.2,0.25,0.667,0.331
31,31,Gary Forbes,2010-11,DEN,NBA,25,-0.2,63,11,12.6,2.0,4.3,1.7,3.4,0.3,0.9,0.9,1.4,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,0.45399999999999996,0.488,0.32799999999999996,0.489,0.6779999999999999,0.524
32,32,T.J. Ford,2003-04,MIL,NBA,20,-0.2,55,55,26.8,2.8,7.2,2.7,6.9,0.1,0.4,1.5,1.8,0.7,2.5,3.2,6.5,1.1,0.1,2.5,2.2,7.1,0.384,0.39299999999999996,0.23800000000000002,0.391,0.816,0.44299999999999995
33,33,Joseph Forte,2002-03,SEA,NBA,21,-0.2,17,0,5.1,0.6,2.1,0.6,1.9,0.0,0.2,0.2,0.4,0.2,0.4,0.6,0.6,0.2,0.0,0.6,0.4,1.4,0.28600000000000003,0.313,0.0,0.28600000000000003,0.667,0.319
34,34,Danny Fortson,2004-05,SEA,NBA,28,-0.2,62,0,16.9,1.9,3.6,1.9,3.6,0.0,0.0,3.7,4.2,2.5,3.1,5.6,0.1,0.2,0.1,1.5,4.3,7.5,0.522,0.522,,0.522,0.88,0.682
35,35,Antonis Fotsis,2001-02,MEM,NBA,20,-0.2,28,1,11.4,1.5,3.7,1.3,2.9,0.3,0.8,0.6,0.7,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,0.40399999999999997,0.43200000000000005,0.304,0.43799999999999994,0.85,0.479
36,36,Evan Fournier,2013-14,DEN,NBA,21,-0.2,76,4,19.8,3.0,7.2,1.8,4.0,1.2,3.1,1.2,1.6,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,8.4,0.419,0.45299999999999996,0.376,0.501,0.7559999999999999,0.5329999999999999
37,37,Randy Foye,2009-10,WAS,NBA,26,-0.2,70,38,23.8,3.7,8.8,2.8,6.2,0.9,2.6,1.8,2.1,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1,0.414,0.442,0.34600000000000003,0.46399999999999997,0.89,0.516
38,38,Randy Foye,2010-11,LAC,NBA,27,-0.2,63,24,24.6,3.3,8.4,2.1,5.0,1.1,3.4,2.1,2.4,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,0.38799999999999996,0.43,0.327,0.455,0.893,0.516
39,39,Richie Frahm,2007-08,LAC,NBA,30,-0.2,10,2,16.3,2.0,5.4,1.3,2.9,0.7,2.5,0.0,0.2,0.4,1.0,1.4,0.8,0.2,0.0,0.6,0.7,4.7,0.37,0.44799999999999995,0.28,0.435,0.0,0.428
40,40,Matt Freije,2006-07,ATL,NBA,25,-0.2,19,0,7.7,0.8,2.8,0.7,1.7,0.2,1.2,0.3,0.3,0.4,0.8,1.3,0.4,0.2,0.1,0.2,0.7,2.1,0.29600000000000004,0.406,0.136,0.324,0.833,0.353
41,41,Channing Frye,2018-19,CLE,NBA,35,-0.2,36,6,9.5,1.2,3.3,0.3,1.1,0.9,2.2,0.3,0.4,0.1,1.3,1.4,0.6,0.2,0.1,0.4,1.2,3.6,0.368,0.289,0.405,0.504,0.7859999999999999,0.524
42,42,Todd Fuller,2000-01,MIA,NBA,26,-0.2,10,0,7.7,1.0,3.5,1.0,3.5,0.0,0.0,0.8,0.8,0.7,1.1,1.8,0.1,0.3,0.2,0.3,1.0,2.8,0.28600000000000003,0.28600000000000003,,0.28600000000000003,1.0,0.363
43,43,Dan Gadzuric,2002-03,MIL,NBA,24,-0.2,49,30,15.5,1.4,3.0,1.4,2.9,0.0,0.0,0.6,1.1,1.3,2.7,4.0,0.2,0.4,1.1,0.6,2.6,3.4,0.483,0.486,0.0,0.483,0.518,0.498
