Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
117,2011,NBA,1,16,PHI,Nikola Vucevic,20.247,C,ch,University of Southern California,2012,2019,536,30,15.7,10.1,2.4,0.9,0.9,0.502,0.515,0.332,0.741,41.7,0.124
1106,2015,NBA,2,57,DEN,Nikola Radicevic,21.066,G,rs,,,,,,,,,,,,,,,,
261,2008,NBA,2,31,MIN,Nikola Pekovic,22.18,C,me,,2011,2016,271,24.9,12.6,6.7,0.7,0.5,0.6,0.518,0.518,,0.76,18.8,0.134
236,2011,NBA,1,23,HOU,Nikola Mirotic,20.137,F,me,,2015,2019,319,24.2,12.3,5.9,1.3,0.8,0.7,0.423,0.502,0.359,0.808,20.8,0.129
1094,2015,NBA,1,26,SAS,Nikola Milutinov,20.182,C,rs,,,,,,,,,,,,,,,,
128,2014,NBA,2,41,DEN,Nikola Jokic,19.132,C-F,rs,,2016,2019,308,28.3,16.3,9.6,5.1,1.1,0.7,0.523,0.571,0.345,0.828,38.9,0.214
518,2014,NBA,1,8,SAC,Nik Stauskas,20.267,G,ca,University of Michigan,2015,2019,335,19.9,6.8,2.1,1.5,0.4,0.2,0.389,0.436,0.353,0.814,3.8,0.028
1119,2017,NBA,2,55,UTA,Nigel Williams-Goss,22.285,G,us,Gonzaga University,,,,,,,,,,,,,,,
70,2008,NBA,1,25,HOU,Nicolas Batum,19.199,F-G,fr,,2009,2019,767,31.6,11.8,5.3,3.8,1,0.6,0.435,0.503,0.358,0.841,54.1,0.107
262,2007,NBA,1,16,WAS,Nick Young,22.032,G-F,us,University of Southern California,2008,2019,720,22.8,11.4,2,1,0.5,0.2,0.418,0.446,0.376,0.836,18.6,0.054
878,2014,NBA,2,42,HOU,Nick Johnson,21.191,G,us,University of Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02
669,2007,NBA,2,34,DAL,Nick Fazekas,22.016,F,us,"University of Nevada, Reno",2008,2008,26,10.3,4.1,3.4,0.4,0.3,0.4,0.561,0.575,0,0.682,0.8,0.148
104,2003,NBA,1,12,SEA,Nick Collison,22.248,F,us,University of Kansas,2005,2018,910,20.4,5.9,5.2,1,0.5,0.5,0.534,0.542,0.208,0.723,44.5,0.115
565,2009,NBA,2,45,MIN,Nick Calathes,20.143,G,us,University of Florida,2014,2015,129,15.6,4.6,1.9,2.7,1,0.1,0.441,0.476,0.288,0.581,2.6,0.063
283,2013,NBA,1,6,NOH,Nerlens Noel,19.083,C-F,us,University of Kentucky,2015,2019,300,22.8,8.2,6.5,1.2,1.4,1.4,0.523,0.523,0.25,0.631,16.6,0.117
33,2002,NBA,1,7,NYK,Nene Hilario,19.291,F-C,br,,2003,2019,965,26.2,11.3,6,1.8,1.1,0.7,0.548,0.551,0.132,0.66,73.3,0.139
230,2002,NBA,1,24,NJN,Nenad Krstic,18.341,C,rs,,2005,2011,419,25.2,10,5.4,0.8,0.4,0.7,0.494,0.495,0.143,0.73,21.5,0.098
932,2013,NBA,1,30,PHO,Nemanja Nedovic,22.017,G,rs,,2014,2014,24,5.9,1.1,0.6,0.5,0,0,0.205,0.238,0.167,0.875,-0.4,-0.132
1091,2014,NBA,2,54,PHI,Nemanja Dangubic,21.079,G,rs,,,,,,,,,,,,,,,,
369,2010,NBA,2,35,WAS,Nemanja Bjelica,22.051,F,rs,,2016,2019,269,20.2,7.1,4.4,1.5,0.6,0.4,0.46,0.533,0.381,0.755,10.7,0.095
1000,2003,NBA,2,54,POR,Nedzad Sinanovic,20.153,C,ba,,,,,,,,,,,,,,,,
772,2003,NBA,1,26,MIN,Ndudi Ebi,19.012,F,gb,,2004,2005,19,4.5,2.1,1,0.2,0.1,0.3,0.486,0.5,0,0.462,0.1,0.051
746,2008,NBA,2,41,IND,Nathan Jawai,21.265,C-F,au,,2009,2010,45,9.6,2.8,2.4,0.5,0.2,0.2,0.435,0.439,0,0.684,0.2,0.02
656,2013,NBA,2,38,WAS,Nate Wolters,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,0.423,0.452,0.261,0.635,0.9,0.028
183,2005,NBA,1,21,PHO,Nate Robinson,21.033,G,us,University of Washington,2006,2016,618,22.5,11,2.3,3,0.9,0.1,0.423,0.463,0.36,0.796,27.8,0.096
569,2009,NBA,2,53,SAS,Nando De Colo,22.008,G,fr,,2013,2014,119,11.9,3.8,1.8,1.7,0.5,0.1,0.429,0.463,0.363,0.835,2.4,0.081
225,2015,NBA,1,11,IND,Myles Turner,19.097,C-F,us,University of Texas at Austin,2016,2019,280,28.1,12.9,6.7,1.2,0.7,2.1,0.495,0.522,0.363,0.771,22.1,0.135
724,2006,NBA,1,10,SEA,Mouhamed Sene,20.052,C-F,sn,,2007,2009,47,5.5,2.2,1.6,0,0.1,0.5,0.427,0.427,,0.589,0.3,0.052
147,2000,NBA,1,21,TOR,Morris Peterson,22.312,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.089
820,2007,NBA,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.404,0.292,0.743,0,0.005
764,2018,NBA,1,25,LAL,Moritz Wagner,21.061,F-C,de,University of Michigan,2019,2019,43,10.4,4.8,2,0.6,0.3,0.3,0.415,0.521,0.286,0.811,0.2,0.02
258,2015,NBA,2,32,HOU,Montrezl Harrell,21.155,F-C,us,University of Louisville,2016,2019,255,19.2,11.2,4.4,1.2,0.5,0.8,0.629,0.637,0.156,0.629,19.2,0.188
443,2017,NBA,2,51,DEN,Monte Morris,22.001,G,us,Iowa State University,2018,2019,85,23.5,10.1,2.3,3.6,0.9,0,0.494,0.533,0.412,0.807,6.4,0.153
115,2005,NBA,2,40,GSW,Monta Ellis,19.25,G,us,,2006,2017,833,34.8,17.8,3.5,4.6,1.7,0.3,0.451,0.482,0.314,0.772,41.9,0.069
602,2018,NBA,1,6,ORL,Mohamed Bamba,20.045,C,us,University of Texas at Austin,2019,2019,47,16.3,6.2,5,0.8,0.3,1.4,0.481,0.555,0.3,0.587,1.7,0.106
121,2003,NBA,2,47,UTA,Mo Williams,20.194,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,0.434,0.46,0.378,0.871,40,0.08
991,2002,NBA,2,55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,,
452,2018,NBA,2,36,NYK,Mitchell Robinson,20.086,C,us,,2019,2019,66,20.6,7.3,6.4,0.6,0.8,2.4,0.694,0.694,,0.6,6.1,0.217
626,2014,NBA,1,21,OKC,Mitch McGary,22.025,F-C,us,University of Michigan,2015,2016,52,10.7,4.4,3.5,0.3,0.3,0.3,0.527,0.544,0,0.58,1.3,0.108
1039,2007,NBA,2,60,DAL,Milovan Rakovic,22.134,C,rs,,,,,,,,,,,,,,,,
984,2002,NBA,2,36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,,
371,2012,NBA,1,26,IND,Miles Plumlee,23.306,C-F,us,Duke University,2013,2019,346,16.4,4.9,4.5,0.5,0.4,0.7,0.542,0.542,,0.543,10.6,0.09
558,2018,NBA,1,12,LAC,Miles Bridges,20.097,G-F,us,Michigan State University,2019,2019,80,21.2,7.5,4,1.2,0.7,0.6,0.464,0.553,0.325,0.753,2.9,0.083
900,2005,NBA,2,43,NJN,Mile Ilic,21.031,C,ba,,,,,,,,,,,,,,,,
1069,2011,NBA,2,54,CLE,Milan Macvan,21.224,F-C,hr,,,,,,,,,,,,,,,,
930,2008,NBA,2,55,POR,Mike Taylor,22.162,G,us,Iowa State University,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0,0.412,0.427,0.325,0.691,-0.4,-0.028
421,2003,NBA,1,9,NYK,Mike Sweetney,20.249,F,us,Georgetown University,2004,2007,233,15.5,6.5,4.5,0.6,0.3,0.5,0.485,0.485,0,0.689,7.8,0.103
857,2000,NBA,2,35,WAS,Mike Smith,24.08,F,us,University of Louisiana at Monroe,2001,2001,17,10.6,3,1.3,0.6,0.3,0.2,0.322,0.39,0.167,0.625,-0.1,-0.033
329,2012,NBA,2,43,ATL,Mike Scott,23.353,F,us,University of Virginia,2013,2019,436,16.3,7.1,3.1,0.9,0.3,0.1,0.464,0.525,0.364,0.755,13.3,0.089
355,2013,NBA,2,44,DAL,Mike Muscala,22.002,F-C,us,Bucknell University,2014,2019,307,15.9,5.7,3.3,0.9,0.4,0.5,0.468,0.545,0.365,0.841,11.9,0.117
50,2000,NBA,1,5,ORL,Mike Miller,20.135,F-G,us,University of Florida,2001,2017,1032,26.9,10.6,4.2,2.6,0.6,0.2,0.459,0.502,0.407,0.769,60.7,0.105
61,2002,NBA,1,3,GSW,Mike Dunleavy,21.289,F-G,us,Duke University,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,0.441,0.481,0.377,0.803,58.5,0.103
35,2007,NBA,1,4,MEM,Mike Conley,19.265,G,us,Ohio State University,2008,2019,788,32.6,14.9,3,5.7,1.5,0.2,0.441,0.47,0.375,0.819,71.4,0.133
557,2018,NBA,1,10,PHI,Mikal Bridges,21.3,G,us,Villanova University,2019,2019,82,29.5,8.3,3.2,2.1,1.6,0.5,0.43,0.548,0.335,0.805,2.9,0.058
247,2003,NBA,1,11,GSW,Mickael Pietrus,21.144,G-F,gp,,2004,2013,557,21.5,8.3,3.1,0.8,0.7,0.4,0.425,0.495,0.355,0.665,19.7,0.079
546,2005,NBA,2,48,SEA,Mickael Gelabale,22.043,F,gp,,2007,2013,145,16.2,4.6,2.3,0.8,0.3,0.2,0.47,0.519,0.316,0.815,3,0.062
975,2001,NBA,2,39,NYK,Michael Wright,,,,University of Arizona,,,,,,,,,,,,,,,
65,2000,NBA,2,43,MIL,Michael Redd,20.314,G,us,Ohio State University,2001,2012,629,32,19,3.8,2.1,0.9,0.1,0.447,0.475,0.38,0.838,55.9,0.134
1123,2018,NBA,1,14,DEN,Michael Porter,19.362,F,us,University of Missouri,,,,,,,,,,,,,,,
232,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist,18.28,F,us,University of Kentucky,2013,2019,421,25.4,8.8,5.6,1.2,0.7,0.7,0.477,0.483,0.277,0.714,21.2,0.095
882,2016,NBA,2,49,DET,Michael Gbinije,24.024,G,us,Syracuse University,2017,2017,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136
472,2013,NBA,1,11,PHI,Michael Carter-Williams,21.266,G,us,Syracuse University,2014,2019,315,26.2,10.9,4.5,4.6,1.3,0.6,0.401,0.433,0.251,0.702,5.2,0.03
584,2001,NBA,1,17,TOR,Michael Bradley,22.076,F-C,us,Villanova University,2002,2006,173,11.7,2.8,3.4,0.5,0.1,0.3,0.477,0.488,0.143,0.511,2,0.047
300,2008,NBA,1,2,MIA,Michael Beasley,19.173,F,us,Kansas State University,2009,2019,609,22.8,12.4,4.7,1.3,0.6,0.5,0.465,0.481,0.349,0.759,15.6,0.054
326,2012,NBA,1,11,POR,Meyers Leonard,20.127,C-F,us,University of Illinois at Urbana-Champaign,2013,2019,393,15.5,5.6,3.7,0.9,0.2,0.3,0.479,0.542,0.385,0.828,13.4,0.106
886,2018,NBA,2,35,ORL,Melvin Frazier,21.3,G,us,Tulane University,2019,2019,10,4.4,1.5,0.5,0.1,0.1,0,0.333,0.467,0,0.25,-0.1,-0.133
510,2002,NBA,1,12,LAC,Melvin Ely,24.061,C,us,"California State University, Fresno",2003,2014,375,16,5.3,3.2,0.7,0.3,0.6,0.46,0.461,0,0.625,4,0.032
69,2001,NBA,2,38,DET,Mehmet Okur,22.038,C-F,tr,,2003,2012,634,29.1,13.5,7,1.7,0.5,0.7,0.458,0.484,0.375,0.797,54.7,0.142
980,2001,NBA,2,55,SAC,Maurice Jeffers,,,,Saint Louis University,,,,,,,,,,,,,,,
257,2012,NBA,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. John's University,2013,2019,475,23.1,7.3,3.7,0.9,1,0.7,0.476,0.544,0.323,0.614,19.2,0.084
953,2006,NBA,1,28,DAL,Maurice Ager,22.145,G,us,Michigan State University,2007,2011,82,6.2,2.1,0.6,0.2,0.1,0.1,0.339,0.366,0.25,0.566,-0.9,-0.089
940,2004,NBA,2,53,MIA,Matt Freije,22.271,F,us,Vanderbilt University,2005,2007,42,14,3.2,2,0.6,0.4,0.1,0.293,0.343,0.224,0.714,-0.6,-0.047
134,2003,NBA,2,45,CHI,Matt Bonner,23.087,F,us,University of Florida,2005,2016,792,16.9,5.8,3,0.7,0.4,0.3,0.464,0.516,0.414,0.78,38.5,0.138
111,2002,NBA,2,46,MEM,Matt Barnes,22.114,F,us,"University of California, Los Angeles",2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,0.436,0.522,0.335,0.745,42.8,0.093
1118,2017,NBA,2,50,PHI,Mathias Lessort,21.272,F,mq,,,,,,,,,,,,,,,,
950,2000,NBA,1,14,DET,Mateen Cleaves,22.3,G,us,Michigan State University,2001,2006,167,11.2,3.6,1,1.9,0.4,0,0.389,0.399,0.267,0.728,-0.8,-0.021
159,2013,NBA,1,22,BRK,Mason Plumlee,23.12,C-F,us,Duke University,2014,2019,471,22.1,8.5,6.3,2.2,0.8,1,0.57,0.575,0.074,0.565,31,0.143
46,2005,NBA,1,2,ATL,Marvin Williams,19.014,F,us,University of North Carolina,2006,2019,1014,28.6,10.5,5.3,1.3,0.8,0.5,0.443,0.48,0.362,0.807,62.7,0.104
524,2018,NBA,1,2,SAC,Marvin Bagley,19.104,F,us,Duke University,2019,2019,62,25.3,14.9,7.6,1,0.5,1,0.504,0.534,0.313,0.691,3.6,0.11
814,2005,NBA,2,44,ORL,Martynas Andriuskevicius,19.113,C,lt,,2006,2006,6,1.5,0,0.7,0,0.3,0,0,0,,,0,0.155
204,2005,NBA,1,6,POR,Martell Webster,18.211,G-F,us,,2006,2015,580,24,8.7,3.1,1,0.5,0.3,0.418,0.454,0.382,0.791,24.7,0.085
530,2011,NBA,1,25,BOS,MarShon Brooks,22.153,G-F,us,Providence College,2012,2019,200,17.3,8,2.1,1.4,0.6,0.2,0.447,0.478,0.345,0.751,3.3,0.046
194,2008,NBA,1,16,PHI,Marreese Speights,20.332,C-F,us,University of Florida,2009,2018,705,15.1,7.9,4.1,0.7,0.3,0.5,0.459,0.475,0.356,0.797,25.8,0.116
954,2012,NBA,1,29,CHI,Marquis Teague,19.125,G,us,University of Kentucky,2013,2018,91,10,2.4,1,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045
575,2016,NBA,1,8,SAC,Marquese Chriss,18.361,F,us,University of Washington,2017,2019,197,19.1,7.6,4.5,0.8,0.7,0.8,0.429,0.509,0.296,0.628,2.3,0.029
1079,2013,NBA,2,45,POR,Marko Todorovic,21.074,F,me,,,,,,,,,,,,,,,,
349,2000,NBA,2,30,LAC,Marko Jaric,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,0.404,0.428,0.344,0.73,12.1,0.052
214,2011,NBA,1,13,PHO,Markieff Morris,21.299,F,us,University of Kansas,2012,2019,579,26,11.6,5.5,1.7,0.9,0.6,0.449,0.481,0.338,0.778,23.7,0.076
709,2017,NBA,1,1,PHI,Markelle Fultz,19.029,G,us,University of Washington,2018,2019,33,20.6,7.7,3.4,3.4,0.9,0.3,0.414,0.422,0.267,0.534,0.5,0.038
638,2014,NBA,2,44,MIN,Markel Brown,22.154,G,us,Oklahoma State University,2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,0.38,0.427,0.295,0.781,1.1,0.029
417,2000,NBA,1,29,LAL,Mark Madsen,24.158,F,us,Stanford University,2001,2009,453,11.8,2.2,2.6,0.4,0.3,0.2,0.457,0.465,0.063,0.527,8.2,0.074
970,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University,,,,,,,,,,,,,,,
664,2002,NBA,2,41,LAC,Mario Kasun,22.087,C,hr,,2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,0.467,0.47,0,0.636,0.8,0.069
571,2015,NBA,1,5,ORL,Mario Hezonja,20.125,F-G,hr,,2016,2019,277,18.9,7.3,3,1.3,0.7,0.3,0.417,0.484,0.321,0.811,2.4,0.022
153,2008,NBA,2,34,MIN,Mario Chalmers,22.044,G,us,University of Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,0.417,0.475,0.351,0.793,32.3,0.09
994,2003,NBA,2,36,CHI,Mario Austin,21.125,F-C,us,Mississippi State University,,,,,,,,,,,,,,,
964,2006,NBA,1,29,NYK,Mardy Collins,21.333,G,us,Temple University,2007,2010,189,14.7,3.9,1.8,1.7,0.6,0.1,0.38,0.396,0.299,0.599,-1.6,-0.027
817,2006,NBA,1,22,NJN,Marcus Williams,20.212,G,us,University of Connecticut,2007,2010,203,15.2,5.6,1.8,2.8,0.4,0,0.386,0.421,0.321,0.767,0,-0.001
864,2007,NBA,2,33,SAS,Marcus Williams,20.227,F,us,University of Arizona,2008,2009,13,3,1.1,0.9,0.2,0.1,0.1,0.318,0.318,,,-0.1,-0.084
745,2006,NBA,2,43,NOK,Marcus Vinicius,22.033,F,br,,2007,2008,26,6.6,1.9,0.7,0.3,0.1,0.1,0.457,0.5,0.421,0.556,0.2,0.056
246,2009,NBA,2,43,MIA,Marcus Thornton,22.026,G,us,Louisiana State University,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20,0.085
1097,2015,NBA,2,45,BOS,Marcus Thornton,22.141,G,us,College of William & Mary,,,,,,,,,,,,,,,
990,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State University,,,,,,,,,,,,,,,
290,2014,NBA,1,6,BOS,Marcus Smart,20.117,G,us,Oklahoma State University,2015,2019,341,28.4,9.3,3.5,3.9,1.6,0.4,0.372,0.436,0.31,0.764,16.2,0.08
845,2016,NBA,2,55,BRK,Marcus Paige,22.291,G,us,University of North Carolina,2018,2018,5,5.6,2.4,0.8,0.6,0,0,0.286,0.333,0.25,1,0,-0.006
188,2011,NBA,1,14,HOU,Marcus Morris,21.299,F,us,University of Kansas,2012,2019,545,26.5,11.5,4.6,1.5,0.7,0.3,0.431,0.476,0.36,0.747,26.8,0.089
691,2002,NBA,1,13,MIL,Marcus Haislip,21.191,F,us,University of Tennessee,2003,2010,89,9.6,3.5,1.5,0.2,0.2,0.4,0.437,0.444,0.35,0.659,0.5,0.026
561,2000,NBA,1,4,CHI,Marcus Fizer,21.328,F,us,Iowa State University,2001,2006,289,20.9,9.6,4.6,1.2,0.5,0.3,0.435,0.446,0.191,0.691,2.7,0.022
1100,2015,NBA,2,50,ATL,Marcus Eriksson,21.207,G,se,,,,,,,,,,,,,,,,
1012,2004,NBA,2,56,LAL,Marcus Douthit,,,,Providence College,,,,,,,,,,,,,,,
1077,2012,NBA,2,59,SAS,Marcus Denmon,22.106,G,us,University of Missouri,,,,,,,,,,,,,,,
438,2003,NBA,1,13,MEM,Marcus Banks,21.224,G,us,"University of Nevada, Las Vegas",2004,2011,348,16,5.9,1.5,2.1,0.8,0.2,0.432,0.462,0.327,0.768,6.6,0.057
168,2007,NBA,1,18,GSW,Marco Belinelli,21.1,G-F,it,,2008,2019,803,23.2,10,2.1,1.7,0.6,0.1,0.425,0.467,0.376,0.847,29.6,0.076
49,2005,NBA,2,57,PHO,Marcin Gortat,21.137,C-F,pl,,2008,2019,806,25.7,9.9,7.9,1.1,0.5,1.1,0.551,0.553,0.15,0.68,61.3,0.142
26,2007,NBA,2,48,LAL,Marc Gasol,22.155,C,es,,2009,2019,795,33.4,15,7.7,3.4,0.9,1.5,0.483,0.498,0.35,0.777,79.5,0.144
592,2000,NBA,1,26,DEN,Mamadou N'Diaye,25.019,C,sn,Auburn University,2001,2005,69,12.4,3.8,3.3,0.1,0.2,0.9,0.427,0.429,0,0.736,1.8,0.101
734,2017,NBA,1,11,CHO,Malik Monk,19.143,G,us,University of Kentucky,2018,2019,136,15.5,7.9,1.5,1.5,0.4,0.2,0.376,0.429,0.335,0.871,0.3,0.007
670,2008,NBA,2,48,PHO,Malik Hairston,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,0.512,0.549,0.167,0.514,0.8,0.086
480,2016,NBA,1,19,DEN,Malik Beasley,19.214,G,us,Florida State University,2017,2019,165,15.9,7.2,1.7,0.8,0.5,0.1,0.461,0.539,0.388,0.789,5,0.092
995,2003,NBA,2,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,,
715,2011,NBA,2,43,CHI,Malcolm Lee,21.037,G,us,"University of California, Los Angeles",2012,2015,36,14.8,3.9,1.8,1.4,0.6,0.3,0.382,0.412,0.294,0.703,0.4,0.04
327,2016,NBA,2,36,MIL,Malcolm Brogdon,23.2,G,us,University of Virginia,2017,2019,187,28.1,12.8,3.5,3.6,0.9,0.2,0.484,0.519,0.408,0.895,13.4,0.122
880,2016,NBA,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017,2019,70,8.9,2.8,1,0.3,0.2,0,0.358,0.415,0.301,0.783,-0.1,-0.009
1065,2010,NBA,2,51,OKC,Magnum Rolle,,,,Louisiana Tech University,,,,,,,,,,,,,,,
894,2003,NBA,2,30,NYK,Maciej Lampe,18.145,C,pl,,2004,2006,64,9.9,3.4,2.2,0.3,0.1,0.2,0.407,0.413,0.25,0.676,-0.2,-0.014
1046,2008,NBA,2,54,HOU,Maarty Leunen,22.302,F,us,University of Oregon,,,,,,,,,,,,,,,
308,2005,NBA,1,24,HOU,Luther Head,22.22,G,us,University of Illinois at Urbana-Champaign,2006,2011,348,22.4,8.2,2.4,2.1,0.7,0.1,0.423,0.454,0.388,0.773,14.7,0.09
32,2004,NBA,1,7,PHO,Luol Deng,19.074,F,ss,Duke University,2005,2019,902,34.3,14.8,6.1,2.3,1,0.5,0.456,0.482,0.332,0.769,74,0.115
322,2003,NBA,2,32,LAL,Luke Walton,23.095,F,us,University of Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,0.429,0.459,0.326,0.715,13.5,0.067
144,2003,NBA,1,14,SEA,Luke Ridnour,22.138,G,us,University of Oregon,2004,2015,830,26.1,9.3,2.3,4.5,1,0.2,0.431,0.458,0.349,0.862,36,0.08
475,2017,NBA,1,12,DET,Luke Kennard,21.003,G,us,Duke University,2018,2019,136,21.3,8.6,2.6,1.8,0.5,0.2,0.441,0.474,0.403,0.847,5.1,0.085
743,2004,NBA,1,10,CLE,Luke Jackson,22.236,F,us,University of Oregon,2005,2008,73,9.9,3.5,1.2,0.8,0.3,0,0.357,0.356,0.36,0.732,0.2,0.01
655,2010,NBA,2,52,BOS,Luke Harangody,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,0.376,0.44,0.241,0.737,0.9,0.048
430,2010,NBA,1,16,MIN,Luke Babbitt,21.009,F,us,"University of Nevada, Reno",2011,2018,381,14,4.8,2.2,0.6,0.2,0.2,0.408,0.417,0.402,0.747,7.2,0.065
1109,2015,NBA,2,60,PHI,Luka Mitrovic,22.101,F,rs,,,,,,,,,,,,,,,,
485,2018,NBA,1,3,ATL,Luka Doncic,19.118,G-F,si,,2019,2019,72,32.2,21.2,7.8,6,1.1,0.3,0.427,0.503,0.327,0.713,4.9,0.101
98,2002,NBA,2,56,SAS,Luis Scola,22.062,F,ar,,2008,2017,743,25.6,12,6.7,1.6,0.6,0.3,0.493,0.499,0.339,0.74,45.7,0.115
812,2004,NBA,2,55,HOU,Luis Flores,23.08,G,do,Manhattan College,2005,2005,16,4.8,2.2,0.2,0.7,0.1,0,0.483,0.474,0.5,1,0,-0.02
453,2013,NBA,1,16,BOS,Lucas Nogueira,20.341,C,br,,2015,2018,141,12.4,3.2,2.8,0.5,0.6,1,0.632,0.681,0.265,0.64,6,0.165
192,2008,NBA,2,37,MIL,Luc Mbah a Moute,21.296,F,cm,"University of California, Los Angeles",2009,2019,686,23.3,6.4,4.1,0.9,0.9,0.4,0.454,0.478,0.335,0.66,26,0.078
1027,2006,NBA,2,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,,
58,2005,NBA,2,45,PHI,Louis Williams,18.249,G,us,,2006,2019,936,24.6,14.2,2.2,3.3,0.9,0.2,0.421,0.459,0.349,0.839,59.4,0.124
1092,2014,NBA,2,57,IND,Louis Labeyrie,22.141,F,fr,,,,,,,,,,,,,,,,
911,2013,NBA,2,52,MIN,Lorenzo Brown,22.311,G,us,North Carolina State University,2014,2019,103,11.5,2.8,1.5,1.8,0.6,0.1,0.364,0.453,0.17,0.707,-0.2,-0.007
541,2001,NBA,2,46,MIN,Loren Woods,23.012,F-C,us,University of Arizona,2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,0.419,0.423,0.143,0.642,3.1,0.062
526,2017,NBA,1,2,LAL,Lonzo Ball,19.243,G,us,"University of California, Los Angeles",2018,2019,99,32.4,10,6.2,6.4,1.6,0.6,0.38,0.449,0.315,0.437,3.5,0.053
554,2002,NBA,2,44,CHI,Lonny Baxter,23.156,F,us,University of Maryland,2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,0.466,0.469,0.2,0.657,2.9,0.075
849,2018,NBA,1,18,SAS,Lonnie Walker,19.194,G,us,University of Miami,2019,2019,17,6.9,2.6,1,0.5,0.4,0.2,0.348,0.333,0.385,0.8,0,0.019
1078,2013,NBA,1,28,SAS,Livio Jean-Charles,19.236,F,gf,,,,,,,,,,,,,,,,
1022,2006,NBA,2,44,ORL,Lior Eliyahu,20.297,F,il,,,,,,,,,,,,,,,,
897,2004,NBA,2,33,LAC,Lionel Chalmers,23.232,G,us,Xavier University,2005,2005,36,12,3.1,0.9,1.4,0.4,0,0.336,0.395,0.245,0.625,-0.2,-0.025
321,2005,NBA,1,27,POR,Linas Kleiza,20.181,F,lt,University of Missouri,2006,2013,409,20,8.7,3.6,0.8,0.4,0.2,0.435,0.501,0.335,0.763,13.6,0.08
750,2009,NBA,2,58,BOS,Lester Hudson,24.328,G,us,University of Tennessee at Martin,2010,2015,57,10.4,4.7,1.4,1.2,0.6,0.1,0.375,0.441,0.277,0.806,0.2,0.016
352,2006,NBA,2,49,DEN,Leon Powe,22.163,F,us,University of California,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,0.515,0.517,0,0.682,12,0.174
1,2003,NBA,1,1,CLE,LeBron James,18.182,F-G,us,,2004,2019,1198,38.6,27.2,7.4,7.2,1.6,0.8,0.504,0.548,0.343,0.736,226.6,0.235
136,2003,NBA,1,28,SAS,Leandro Barbosa,20.215,G,br,,2004,2017,850,21.6,10.6,2,2.1,0.8,0.1,0.459,0.498,0.387,0.821,37.4,0.098
751,2010,NBA,1,30,WAS,Lazar Hayward,23.216,F,us,Marquette University,2011,2013,72,8.2,2.9,1.3,0.5,0.2,0.1,0.347,0.395,0.269,0.767,0.2,0.02
567,2005,NBA,2,55,SEA,Lawrence Roberts,22.257,F,us,Mississippi State University,2006,2007,87,13.2,3.8,3.6,0.4,0.5,0.2,0.452,0.46,0,0.688,2.5,0.106
319,2011,NBA,2,50,PHI,Lavoy Allen,22.144,F-C,us,Temple University,2012,2017,388,17.8,4.8,4.8,1,0.3,0.6,0.471,0.474,0.133,0.682,13.8,0.096
890,2000,NBA,2,39,NYK,Lavor Postell,22.128,G,us,St. John's University,2001,2003,61,7.3,3.2,0.7,0.2,0.2,0,0.335,0.364,0.25,0.795,-0.2,-0.025
