Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
609,2003,NBA,1,22,NJN,Zoran Planinic,20.292,G,ba,,2004,2006,148,10.7,3.8,1.3,1.1,0.4,0,0.405,0.447,0.289,0.677,1.5,0.046
915,2016,NBA,2,43,HOU,Zhou Qi,20.164,F-C,cn,,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.357,0.105,0.667,-0.2,-0.093
794,2018,NBA,1,16,PHO,Zhaire Smith,19.022,G,us,Texas Tech University,2019,2019,6,18.5,6.7,2.2,1.7,0.3,0.3,0.412,0.444,0.375,0.75,0.1,0.048
73,2003,NBA,2,42,ORL,Zaza Pachulia,19.141,C,ge,,2004,2019,1098,20.3,6.8,5.8,1.3,0.7,0.3,0.469,0.472,0,0.751,52.7,0.114
634,2003,NBA,1,17,PHO,Zarko Cabarkapa,22.041,F,rs,,2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,0.427,0.457,0.273,0.733,1.1,0.035
24,2001,NBA,1,19,POR,Zach Randolph,19.351,F-C,us,Michigan State University,2002,2018,1116,31,16.6,9.1,1.8,0.7,0.3,0.471,0.481,0.273,0.764,81.1,0.112
420,2014,NBA,1,13,MIN,Zach LaVine,19.113,G,us,"University of California, Los Angeles",2015,2019,293,29.9,16.1,3.4,3.5,0.8,0.2,0.446,0.481,0.373,0.824,8,0.044
523,2017,NBA,1,10,SAC,Zach Collins,19.22,C-F,us,Gonzaga University,2018,2019,143,16.8,5.6,3.8,0.9,0.3,0.7,0.441,0.503,0.321,0.72,3.6,0.072
1024,2006,NBA,2,53,SEA,Yotam Halperin,22.161,G,il,,,,,,,,,,,,,,,,
543,2007,NBA,1,6,MIL,Yi Jianlian,19.249,F,cn,,2008,2012,272,22.2,7.9,4.9,0.7,0.5,0.7,0.404,0.413,0.333,0.78,3.1,0.025
861,2005,NBA,1,12,LAC,Yaroslav Korolev,18.057,F,ru,,2006,2007,34,4.9,1.1,0.5,0.4,0.2,0,0.283,0.294,0.25,0.625,-0.1,-0.024
40,2002,NBA,1,1,HOU,Yao Ming,21.292,C,cn,,2003,2011,486,32.5,19,9.2,1.6,0.4,1.9,0.524,0.525,0.2,0.833,65.9,0.2
1002,2003,NBA,2,57,DAL,Xue Yuyang,20.239,F-C,cn,,,,,,,,,,,,,,,,
1093,2014,NBA,2,59,TOR,Xavier Thames,23.164,G,us,San Diego State University,,,,,,,,,,,,,,,
671,2010,NBA,1,12,MEM,Xavier Henry,19.106,G,be,University of Kansas,2011,2015,185,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.8,0.013
178,2007,NBA,1,23,NYK,Wilson Chandler,20.054,F,us,DePaul University,2008,2019,641,30.5,12.9,5.3,1.8,0.7,0.6,0.444,0.496,0.343,0.768,28.3,0.069
424,2015,NBA,2,35,PHI,Willy Hernangomez,21.034,C,es,,2017,2019,178,14.8,7,5.6,1.1,0.4,0.4,0.53,0.543,0.364,0.696,7.8,0.142
752,2010,NBA,2,54,LAC,Willie Warren,20.25,G,us,University of Oklahoma,2011,2011,19,7.1,1.9,0.6,1.4,0.3,0,0.371,0.4,0.333,0.75,0.2,0.065
340,2003,NBA,2,41,SEA,Willie Green,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,0.425,0.454,0.346,0.765,12.9,0.042
276,2015,NBA,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016,2019,295,24,10.1,6.4,1.6,0.9,0.8,0.534,0.536,0.222,0.611,17.4,0.118
799,2001,NBA,2,33,MEM,Will Solomon,22.348,G,us,Clemson University,2002,2009,115,13.8,5.1,1.1,2,0.5,0.1,0.378,0.439,0.298,0.692,0,0
863,2006,NBA,2,60,DET,Will Blalock,22.299,G,us,Iowa State University,2007,2007,14,11.9,1.8,1.1,1.2,0.4,0,0.3,0.32,0.2,1,-0.1,-0.032
287,2012,NBA,2,40,POR,Will Barton,21.179,G,us,University of Memphis,2013,2019,438,23.3,10.5,3.9,2.4,0.7,0.4,0.431,0.478,0.341,0.788,16.4,0.077
368,2010,NBA,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse University,2011,2019,609,22.1,7,3.2,1.1,0.8,0.7,0.404,0.46,0.337,0.741,10.7,0.038
568,2017,NBA,2,33,ORL,Wesley Iwundu,22.19,F,us,Kansas State University,2018,2019,130,17.3,4.4,2.5,1,0.5,0.3,0.419,0.458,0.304,0.787,2.5,0.054
591,2018,NBA,1,7,CHI,Wendell Carter,19.071,C,us,Duke University,2019,2019,44,25.2,10.3,7,1.8,0.6,1.3,0.485,0.513,0.188,0.795,1.9,0.08
653,2005,NBA,1,29,MIA,Wayne Simien,22.117,F,us,University of Kansas,2006,2007,51,9.9,3.3,1.9,0.2,0.3,0,0.469,0.469,,0.854,0.9,0.083
273,2009,NBA,1,28,MIN,Wayne Ellington,21.214,G,us,University of North Carolina,2010,2019,645,21.3,8.2,2.2,1.1,0.6,0.1,0.41,0.447,0.379,0.846,17.8,0.062
1114,2016,NBA,2,57,MEM,Wang Zhelin,22.16,C,cn,,,,,,,,,,,,,,,,
759,2014,NBA,2,43,ATL,Walter Tavares,22.101,C,cv,,2016,2017,13,7.8,2.5,2.5,0.3,0.1,0.9,0.625,0.625,,0.273,0.2,0.118
867,2008,NBA,2,32,SEA,Walter Sharpe,21.349,F,us,University of Alabama at Birmingham,2009,2009,8,2.5,1,0.4,0,0,0.3,0.364,0.444,0,0,-0.1,-0.131
925,2016,NBA,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt University,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028
527,2005,NBA,2,39,LAL,Von Wafer,19.347,G,us,Florida State University,2006,2012,200,12.4,5.3,1.2,0.7,0.4,0.1,0.42,0.469,0.325,0.751,3.3,0.064
1117,2017,NBA,2,49,DEN,Vlatko Cancar,20.078,F,si,,,,,,,,,,,,,,,,
1023,2006,NBA,2,48,WAS,Vladimir Veremeenko,21.347,F,by,,,,,,,,,,,,,,,,
189,2001,NBA,1,12,SEA,Vladimir Radmanovic,20.225,F,ba,,2002,2013,737,21.9,8,3.8,1.4,0.7,0.4,0.415,0.451,0.378,0.758,26.5,0.079
644,2002,NBA,2,33,DEN,Vincent Yarbrough,21.102,G-F,us,University of Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1,0.6,0.393,0.42,0.269,0.79,1,0.035
855,2018,NBA,2,52,UTA,Vince Edwards,22.082,F,us,Purdue University,2019,2019,2,8,1.5,1,0,0,0,0.25,,0.25,,0,-0.014
1005,2004,NBA,2,42,ATL,Viktor Sanikidze,18.089,F,ge,,,,,,,,,,,,,,,,
585,2004,NBA,1,22,NJN,Viktor Khryapa,21.331,F,ua,,2005,2008,143,16.4,4.5,3.4,1,0.6,0.3,0.443,0.457,0.292,0.658,2,0.041
210,2013,NBA,1,2,ORL,Victor Oladipo,21.059,G,us,Indiana University,2014,2019,402,33.2,17.5,4.6,4,1.7,0.5,0.443,0.482,0.352,0.793,24.2,0.087
748,2009,NBA,1,22,POR,Victor Claver,20.304,F,es,,2013,2015,80,13.4,3.2,2.2,0.7,0.4,0.2,0.398,0.489,0.293,0.585,0.2,0.011
703,2011,NBA,2,52,DET,Vernon Macklin,24.282,F,us,University of Florida,2012,2012,23,5.9,2,1.5,0.2,0.2,0.2,0.543,0.543,,0.571,0.5,0.161
860,2004,NBA,2,50,DAL,Vassilis Spanoulis,21.327,G,gr,,2007,2007,31,8.8,2.7,0.7,0.9,0.2,0,0.319,0.419,0.172,0.81,-0.1,-0.01
1089,2014,NBA,2,52,PHI,Vasilije Micic,20.169,G,rs,,,,,,,,,,,,,,,,
776,2005,NBA,2,58,TOR,Uros Slokar,22.051,F,si,,2007,2007,20,3.6,1.9,0.7,0.1,0.1,0.1,0.538,0.542,0.5,0.692,0.1,0.042
413,2015,NBA,1,24,CLE,Tyus Jones,19.05,G,us,Duke University,2016,2019,247,17.7,5.1,1.5,3.3,1,0.1,0.419,0.464,0.333,0.819,8.4,0.092
12,2001,NBA,1,2,LAC,Tyson Chandler,18.273,C,us,,2002,2019,1134,27.7,8.4,9.2,0.8,0.6,1.2,0.596,0.597,0,0.645,101.5,0.155
955,2012,NBA,2,41,POR,Tyshawn Taylor,22.083,G,us,University of Kansas,2013,2014,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088
336,2006,NBA,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.438,0.44,0.235,0.732,13,0.078
708,2016,NBA,2,60,UTA,Tyrone Wallace,22.019,G,us,University of California,2018,2019,92,16.1,5.5,2.2,1.2,0.5,0.2,0.435,0.464,0.237,0.674,0.5,0.015
177,2009,NBA,1,4,SAC,Tyreke Evans,19.284,G-F,us,University of Memphis,2010,2019,594,30.7,15.7,4.6,4.8,1.2,0.4,0.44,0.468,0.323,0.757,28.4,0.075
278,2012,NBA,1,17,DAL,Tyler Zeller,22.168,F-C,us,University of North Carolina,2013,2019,412,17.6,7,4.4,0.9,0.3,0.6,0.509,0.512,0.286,0.764,17.1,0.113
707,2016,NBA,2,34,PHO,Tyler Ulis,20.175,G,us,University of Kentucky,2017,2019,133,20.9,7.5,1.7,4,0.9,0.1,0.403,0.439,0.28,0.808,0.5,0.008
762,2017,NBA,1,24,UTA,Tyler Lydon,21.079,F,us,Syracuse University,2018,2019,26,3.7,0.9,0.7,0.2,0.1,0,0.5,0.625,0.4,0.333,0.2,0.084
872,2011,NBA,2,35,SAC,Tyler Honeycutt,20.348,F,us,"University of California, Los Angeles",2012,2013,24,5,1.2,1,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049
1101,2015,NBA,2,51,ORL,Tyler Harvey,21.348,G,us,Eastern Washington University,,,,,,,,,,,,,,,
242,2009,NBA,1,13,IND,Tyler Hansbrough,23.24,F,us,University of North Carolina,2010,2016,428,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,20.2,0.134
625,2014,NBA,1,18,PHO,Tyler Ennis,19.311,G,ca,Syracuse University,2015,2018,186,12.6,4.2,1.3,1.9,0.5,0.1,0.419,0.458,0.317,0.768,1.3,0.026
650,2017,NBA,2,41,ATL,Tyler Dorsey,21.13,G,us,University of Oregon,2018,2019,104,16.1,6.7,2.3,1.3,0.3,0.1,0.389,0.429,0.35,0.669,1,0.03
114,2009,NBA,1,18,MIN,Ty Lawson,21.24,G,us,University of North Carolina,2010,2017,551,29.2,12.7,2.7,6,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
83,2001,NBA,1,14,GSW,Troy Murphy,21.061,F-C,us,University of Notre Dame,2002,2013,729,27.3,10.8,7.8,1.5,0.7,0.4,0.445,0.464,0.388,0.785,50.3,0.121
688,2018,NBA,1,15,WAS,Troy Brown,18.333,G-F,us,University of Oregon,2019,2019,52,14,4.8,2.8,1.5,0.4,0.1,0.415,0.455,0.319,0.681,0.6,0.039
893,2003,NBA,1,16,BOS,Troy Bell,22.233,G,us,Boston College,2004,2004,6,5.7,1.8,0.7,0.7,0.2,0,0.222,0.286,0,1,-0.2,-0.326
122,2011,NBA,1,4,CLE,Tristan Thompson,20.107,F-C,ca,University of Texas at Austin,2012,2019,562,27.8,9.2,8.6,0.9,0.5,0.7,0.519,0.52,0,0.61,40,0.123
832,2011,NBA,2,37,LAC,Trey Thompkins,21.039,F,us,University of Georgia,2012,2012,24,5,2.4,1,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0,0.004
419,2015,NBA,1,12,UTA,Trey Lyles,19.237,F,ca,University of Kentucky,2016,2019,288,17.5,7.6,3.9,1.1,0.4,0.3,0.431,0.495,0.331,0.705,8.1,0.077
386,2013,NBA,1,9,MIN,Trey Burke,20.232,G,us,University of Michigan,2014,2019,361,23.6,10.9,2.1,3.6,0.6,0.1,0.408,0.445,0.34,0.8,10.2,0.058
191,2010,NBA,1,23,MIN,Trevor Booker,22.217,F,us,Clemson University,2011,2018,532,20.4,6.9,5.5,1.1,0.7,0.5,0.515,0.534,0.305,0.636,26.2,0.116
54,2004,NBA,2,43,NYK,Trevor Ariza,18.364,F,us,"University of California, Los Angeles",2005,2019,1011,29.8,10.7,4.8,2.2,1.5,0.3,0.422,0.482,0.351,0.728,60,0.095
318,2001,NBA,2,30,CHI,Trenton Hassell,22.121,G,us,Austin Peay State University,2002,2010,644,25.3,5.8,2.8,1.8,0.4,0.4,0.445,0.457,0.318,0.765,13.8,0.041
1041,2008,NBA,2,46,SEA,Trent Plaisted,,,,Brigham Young University Hawaii,,,,,,,,,,,,,,,
285,2003,NBA,1,23,POR,Travis Outlaw,18.285,F,us,,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,0.423,0.447,0.337,0.744,16.5,0.061
783,2011,NBA,2,47,LAC,Travis Leslie,21.091,G,us,University of Georgia,2012,2012,10,4.5,1.4,0.9,0.5,0.2,0.2,0.357,0.357,,0.444,0.1,0.06
742,2003,NBA,2,37,ATL,Travis Hansen,25.078,G,us,Brigham Young University,2004,2004,41,12.4,3,1.7,0.5,0.2,0.2,0.354,0.37,0.3,0.815,0.2,0.019
462,2005,NBA,2,38,ORL,Travis Diener,23.125,G,us,Marquette University,2006,2010,179,14.9,4.8,1.4,2.4,0.4,0.1,0.388,0.442,0.353,0.847,5.6,0.102
533,2018,NBA,1,5,DAL,Trae Young,19.28,G,us,University of Oklahoma,2019,2019,81,30.9,19.1,3.7,8.1,0.9,0.2,0.418,0.477,0.324,0.829,3.3,0.062
909,2012,NBA,2,54,PHI,Tornike Shengelia,20.272,F,ge,,2013,2014,45,5.5,1.3,0.9,0.4,0.1,0,0.451,0.512,0.125,0.5,-0.2,-0.032
960,2012,NBA,1,25,MEM,Tony Wroten,19.081,G,us,University of Washington,2013,2016,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021
324,2013,NBA,1,20,CHI,Tony Snell,21.235,G-F,us,University of New Mexico,2014,2019,442,21.8,6.2,2.4,1,0.5,0.2,0.425,0.481,0.382,0.819,13.5,0.067
8,2001,NBA,1,28,SAS,Tony Parker,19.046,G,be,,2002,2019,1254,30.5,15.5,2.7,5.6,0.8,0.1,0.491,0.51,0.324,0.751,111.3,0.14
757,2013,NBA,2,37,DET,Tony Mitchell,21.086,F,us,University of North Texas,2014,2014,21,3.8,1,1.2,0.1,0.3,0.1,0.417,0.364,1,0.579,0.2,0.151
1126,2018,NBA,2,51,NOP,Tony Carr,20.258,G,us,Pennsylvania State University,,,,,,,,,,,,,,,
791,2017,NBA,1,28,LAL,Tony Bradley,19.17,F-C,us,University of North Carolina,2018,2019,12,5.4,2.1,2.2,0.2,0.2,0.2,0.407,0.423,0,0.75,0.1,0.087
130,2004,NBA,1,25,BOS,Tony Allen,22.17,G-F,us,Oklahoma State University,2005,2018,820,22,8.1,3.5,1.3,1.4,0.4,0.475,0.492,0.282,0.709,38.7,0.103
350,2009,NBA,1,29,LAL,Toney Douglas,23.107,G,us,Florida State University,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,12.1,0.077
999,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State University,,,,,,,,,,,,,,,
1075,2012,NBA,2,56,TOR,Tomislav Zubcic,22.178,F,hr,,,,,,,,,,,,,,,,
382,2012,NBA,2,32,WAS,Tomas Satoransky,20.247,G,cz,,2017,2019,210,21.6,6.6,2.8,3.7,0.8,0.2,0.489,0.524,0.4,0.792,10.3,0.109
124,2011,NBA,1,19,CHA,Tobias Harris,18.347,F,us,University of Tennessee,2012,2019,546,30.4,15.4,6,1.9,0.7,0.5,0.471,0.512,0.364,0.822,39.4,0.114
804,2002,NBA,2,38,HOU,Tito Maddox,21.024,G,us,"California State University, Fresno",2003,2003,9,3.9,1.2,0.8,0.6,0.3,0.1,0.25,0.333,0,0.625,0,-0.011
1062,2010,NBA,2,47,MIL,Tiny Gallon,,,,University of Oklahoma,,,,,,,,,,,,,,,
595,2016,NBA,1,24,PHI,Timothe Luwawu,21.051,F,fr,,2017,2019,171,15.6,5.7,1.9,0.9,0.4,0.1,0.387,0.457,0.32,0.82,1.8,0.033
1006,2004,NBA,2,44,NOH,Tim Pickett,,,,Florida State University,,,,,,,,,,,,,,,
306,2013,NBA,1,24,NYK,Tim Hardaway,21.108,G,us,University of Michigan,2014,2019,403,26.1,13.1,2.6,1.8,0.6,0.2,0.418,0.489,0.343,0.816,15.1,0.069
870,2010,NBA,2,31,NJN,Tibor Pleiss,20.239,C,de,,2016,2016,12,6.8,2,1.3,0.2,0.1,0.2,0.44,0.478,0,1,-0.1,-0.041
197,2007,NBA,1,28,SAS,Tiago Splitter,22.183,F-C,br,,2011,2017,355,19.2,7.9,5,1.2,0.6,0.6,0.555,0.558,0.143,0.697,25.3,0.178
488,2016,NBA,1,10,MIL,Thon Maker,19.123,F-C,ss,,2017,2019,195,14.2,4.6,2.8,0.6,0.4,0.7,0.421,0.493,0.326,0.677,4.8,0.083
797,2018,NBA,2,58,DEN,Thomas Welsh,22.144,C,us,"University of California, Los Angeles",2019,2019,11,3.3,1.6,0.4,0.5,0,0,0.538,0.667,0.429,0.5,0.1,0.162
493,2012,NBA,1,5,SAC,Thomas Robinson,21.109,F,us,University of Kansas,2013,2017,313,13.4,4.9,4.8,0.6,0.5,0.4,0.47,0.472,0,0.505,4.6,0.053
464,2017,NBA,2,42,UTA,Thomas Bryant,19.331,C,us,Indiana University,2018,2019,87,18,9,5.4,1.1,0.3,0.8,0.606,0.684,0.312,0.767,5.6,0.172
840,2014,NBA,2,51,NYK,Thanasis Antetokounmpo,21.349,F,gr,,2016,2016,2,3,3,0.5,0,0,0,0.75,1,0,,0,0.291
57,2007,NBA,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Institute of Technology,2008,2019,901,30.7,13.4,6,1.7,1.5,0.4,0.501,0.524,0.329,0.673,59.7,0.103
133,2006,NBA,1,13,PHI,Thabo Sefolosha,22.062,G-F,ch,,2007,2019,828,22.5,5.9,3.8,1.4,1.1,0.4,0.45,0.501,0.352,0.735,38.6,0.1
393,2015,NBA,1,16,BOS,Terry Rozier,21.105,G,us,University of Louisville,2016,2019,272,20,7.7,3.6,2.3,0.7,0.2,0.38,0.404,0.354,0.777,9.9,0.088
1059,2010,NBA,2,36,DET,Terrico White,,,,University of Mississippi,,,,,,,,,,,,,,,
905,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,us,University of Louisville,2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004
256,2012,NBA,1,8,TOR,Terrence Ross,21.149,F-G,us,University of Washington,2013,2019,492,24.3,10.5,2.8,1.1,0.8,0.3,0.423,0.477,0.374,0.819,19.2,0.077
309,2012,NBA,1,18,HOU,Terrence Jones,20.176,F,us,University of Kentucky,2013,2019,234,23.8,10.4,5.7,1,0.6,1.2,0.501,0.539,0.297,0.621,14.7,0.127
512,2017,NBA,1,21,OKC,Terrance Ferguson,19.041,G-F,us,,2018,2019,135,20,5.2,1.4,0.7,0.5,0.2,0.425,0.574,0.356,0.754,4,0.072
642,2001,NBA,2,34,ATL,Terence Morris,22.173,F,us,University of Maryland,2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,0.407,0.465,0.196,0.711,1,0.025
45,2002,NBA,1,23,DET,Tayshaun Prince,22.124,F,us,University of Kentucky,2003,2016,1017,31,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.367,0.756,63.1,0.096
826,2009,NBA,2,48,PHO,Taylor Griffin,23.074,F,us,University of Oklahoma,2010,2010,8,4,1.3,0.3,0.1,0,0.3,0.4,0.5,0,0.5,0,-0.039
496,2016,NBA,1,12,UTA,Taurean Prince,22.099,F,us,Baylor University,2017,2019,196,25.5,11.4,3.8,2,0.9,0.4,0.427,0.468,0.38,0.823,4.6,0.044
866,2007,NBA,2,52,POR,Taurean Green,20.217,G,us,University of Florida,2008,2008,17,4.4,1.6,0.6,0.6,0.1,0,0.28,0.357,0.182,0.917,-0.1,-0.066
1071,2011,NBA,2,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,,
919,2002,NBA,2,54,NJN,Tamar Slay,22.09,G,us,Marshall University,2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,0.361,0.392,0.265,0.538,-0.3,-0.029
85,2009,NBA,1,26,CHI,Taj Gibson,24.007,F,us,University of Southern California,2010,2019,737,25.9,9.8,6.4,1,0.6,1.1,0.512,0.517,0.212,0.709,49.8,0.125
1045,2008,NBA,2,53,UTA,Tadija Dragicevic,22.155,F,rs,,,,,,,,,,,,,,,,
339,2014,NBA,1,14,PHO,T.J. Warren,20.299,F,us,North Carolina State University,2015,2019,261,27.7,14.4,4.1,1.1,0.9,0.5,0.497,0.524,0.34,0.766,13,0.086
573,2017,NBA,1,18,IND,T.J. Leaf,20.058,F,il,"University of California, Los Angeles",2018,2019,111,8.8,3.4,1.9,0.3,0.1,0.2,0.511,0.557,0.356,0.617,2.4,0.117
279,2003,NBA,1,8,MIL,T.J. Ford,20.099,G,us,University of Texas at Austin,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,0.433,0.45,0.289,0.815,16.9,0.068
993,2003,NBA,2,35,MIL,Szymon Szewczyk,20.192,F-C,pl,,,,,,,,,,,,,,,,
888,2018,NBA,2,47,LAL,Sviatoslav Mykhailiuk,21.016,G-F,ua,University of Kansas,2019,2019,42,10.5,3.2,0.9,0.9,0.3,0,0.329,0.333,0.326,0.6,-0.1,-0.012
865,2007,NBA,2,40,LAL,Sun Yue,21.239,G,cn,,2009,2009,10,2.8,0.6,0,0.2,0.1,0.1,0.273,0.6,0,,-0.1,-0.226
231,2000,NBA,1,2,VAN,Stromile Swift,20.225,F,us,Louisiana State University,2001,2009,547,19.8,8.4,4.6,0.5,0.6,1.2,0.473,0.476,0.074,0.699,21.3,0.095
370,2001,NBA,1,15,ORL,Steven Hunter,19.244,C,us,DePaul University,2002,2010,400,15,4.5,3.2,0.2,0.1,1.1,0.56,0.56,0,0.485,10.6,0.085
132,2013,NBA,1,12,OKC,Steven Adams,19.347,C,nz,University of Pittsburgh,2014,2019,467,26.8,9.7,7.4,1,0.9,1,0.588,0.589,0,0.553,38.7,0.148
311,2006,NBA,2,32,HOU,Steve Novak,23.021,F,us,Marquette University,2007,2017,467,12.1,4.7,1.3,0.3,0.2,0.1,0.437,0.463,0.43,0.877,14.5,0.123
983,2002,NBA,2,30,GSW,Steve Logan,,,,University of Cincinnati,,,,,,,,,,,,,,,
170,2003,NBA,2,38,WAS,Steve Blake,23.126,G,us,University of Maryland,2004,2016,870,23.9,6.5,2.1,4,0.7,0.1,0.401,0.42,0.383,0.779,29.1,0.067
560,2017,NBA,2,46,PHI,Sterling Brown,22.138,G,us,Southern Methodist University,2018,2019,112,16.2,5.3,2.9,1,0.5,0.2,0.439,0.509,0.357,0.758,2.8,0.074
842,2016,NBA,2,41,ORL,Stephen Zimmerman,19.292,C,us,"University of Nevada, Las Vegas",2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,,0.6,0,-0.005
11,2009,NBA,1,7,GSW,Stephen Curry,21.108,G,us,Davidson College,2010,2019,694,34.4,23.5,4.5,6.6,1.7,0.2,0.477,0.514,0.436,0.905,102.9,0.207
726,2007,NBA,2,46,GSW,Stephane Lasme,24.199,F,ga,University of Massachusetts Amherst,2008,2008,16,18.9,5.2,3.3,0.2,0.8,1.4,0.451,0.451,,0.594,0.3,0.041
1066,2010,NBA,2,59,ORL,Stanley Robinson,,,,University of Connecticut,,,,,,,,,,,,,,,
531,2015,NBA,1,8,DET,Stanley Johnson,19.031,F,us,University of Arizona,2016,2019,285,21.6,7,3.4,1.5,0.9,0.2,0.374,0.43,0.293,0.764,3.3,0.026
1030,2007,NBA,2,39,MIA,Stanko Barac,20.323,C,ba,,,,,,,,,,,,,,,,
221,2007,NBA,1,10,SAC,Spencer Hawes,19.065,C-F,us,University of Washington,2008,2017,684,22.7,8.7,5.7,1.9,0.4,1,0.457,0.482,0.35,0.716,22.6,0.07
325,2014,NBA,2,38,DET,Spencer Dinwiddie,21.086,G,us,University of Colorado,2015,2019,253,24.4,11,2.6,4.5,0.7,0.3,0.408,0.477,0.323,0.801,13.5,0.105
312,2000,NBA,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08
723,2000,NBA,2,36,NJN,Soumaila Samake,22.108,C,ml,,2001,2003,47,6.4,1.4,1.6,0.1,0,0.4,0.389,0.389,,0.462,0.3,0.046
823,2008,NBA,2,39,CHI,Sonny Weems,21.359,G-F,us,University of Arkansas,2009,2016,183,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0,0.001
477,2006,NBA,2,33,ATL,Solomon Jones,21.352,F,us,University of South Florida,2007,2014,281,11,3,2.3,0.4,0.2,0.5,0.467,0.472,0.111,0.717,5,0.078
401,2013,NBA,1,23,IND,Solomon Hill,22.107,F,us,University of Arizona,2014,2019,305,22.7,5.9,3.3,1.5,0.7,0.2,0.395,0.447,0.329,0.809,9.2,0.064
829,2010,NBA,2,50,DAL,Solomon Alabi,22.1,C,ng,Florida State University,2011,2012,26,7,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0,0.01
992,2003,NBA,2,34,LAC,Sofoklis Schortsanitis,18.008,C,cm,,,,,,,,,,,,,,,,
808,2003,NBA,2,39,NYK,Slavko Vranes,20.152,C,rs,,2004,2004,1,3,0,0,0,0,0,0,0,,,0,-0.371
553,2016,NBA,1,28,PHO,Skal Labissiere,20.102,F,ht,University of Kentucky,2017,2019,115,17.6,7.6,4.3,1,0.4,0.6,0.48,0.492,0.375,0.746,3,0.07
1103,2015,NBA,2,53,CLE,Sir'Dominic Pointer,23.055,G-F,us,St. John's University,,,,,,,,,,,,,,,
651,2017,NBA,2,48,MIL,Sindarius Thornwell,22.225,G,us,University of South Carolina,2018,2019,137,10.7,2.5,1.3,0.6,0.5,0.2,0.415,0.442,0.342,0.689,1,0.034
381,2011,NBA,2,34,WAS,Shelvin Mack,21.067,G,us,Butler University,2012,2019,456,18.4,6.6,2,3.1,0.7,0.1,0.423,0.47,0.33,0.731,10.3,0.059
392,2006,NBA,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.464,0.222,0.74,9.9,0.085
437,2006,NBA,1,17,IND,Shawne Williams,20.137,F,us,University of Memphis,2007,2015,314,17.1,5.6,3,0.7,0.4,0.5,0.403,0.469,0.339,0.755,6.7,0.06
165,2004,NBA,1,4,LAC,Shaun Livingston,18.291,G,us,,2005,2019,833,20.6,6.3,2.4,3,0.7,0.4,0.486,0.491,0.178,0.794,29.9,0.084
400,2006,NBA,1,25,CLE,Shannon Brown,20.216,G,us,Michigan State University,2007,2015,408,18,7.6,1.9,1.1,0.7,0.2,0.42,0.456,0.332,0.807,9.2,0.06
503,2013,NBA,1,18,ATL,Shane Larkin,20.273,G,us,University of Miami,2014,2018,256,19.1,5.5,1.9,2.9,0.9,0.1,0.422,0.454,0.336,0.777,4.4,0.044
